"STRING_id","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","Second.Trimester.Average","Term.Average","on_graph","cluster","boyan","is_local_max","updown","btw","cluster_max_btw","is_secreted"
"9606.ENSP00000260118","GGH",8836,"gamma-glutamyl hydrolase",-1.31227157499004,7.11813298405294,-7.23857861577023,5.7086252828192e-10,1.10289582086262e-08,12.3211053285243,8.24586636881,6.93359479381997,1,2,17,FALSE,"red",649.99499739418,"",FALSE
"9606.ENSP00000260270","FDX1",2230,"ferredoxin 1",1.2281271410609,7.27998143333677,7.01409312799297,1.441131469166e-09,2.55345217698243e-08,11.4079077042534,6.22455967148756,7.45268681254846,1,2,33,FALSE,"green",6.85407734267242,"",FALSE
"9606.ENSP00000260731","KIF11",3832,"kinesin family member 11",-1.186919009466,4.91452038204915,-11.6758480821062,8.55422563076666e-18,1.17871573505597e-15,30.1510866120851,5.93452890580899,4.74760989634299,1,2,4,FALSE,"red",3872.49586623954,"",FALSE
"9606.ENSP00000261172","EPYC",1833,"epiphycan",-1.33035835565417,4.92964456117322,-3.42184723895608,0.00106524696465488,0.00401375426930866,-1.71632217582306,6.07292127306352,4.74256291740935,1,5,14,FALSE,"red",60.1452973727323,"",TRUE
"9606.ENSP00000261448","CASQ2",845,"calsequestrin 2",1.04822066010686,4.72104022133213,7.56161494012726,1.49962461246995e-10,3.30730703223698e-09,13.6405532123108,3.8202255915528,4.86844625165966,1,5,48,FALSE,"green",1.97852489979679,"",FALSE
"9606.ENSP00000261507","MSMO1",6307,"methylsterol monooxygenase 1",-1.66535002365788,6.87684456201071,-10.0237671940868,5.94209880749136e-15,3.82519742923952e-13,23.6709980369109,8.30800473859169,6.64265471493382,1,2,19,FALSE,"red",324.923356444387,"",FALSE
"9606.ENSP00000261523","RORA",6095,"RAR related orphan receptor A",1.19492227539387,5.98440393359837,13.4899311104208,9.35503110866658e-21,2.88734869054088e-18,36.893205795828,4.95751760318177,6.15243987857564,1,2,90,FALSE,"green",101.66727359643,"",FALSE
"9606.ENSP00000261622","SLC7A5",8140,"solute carrier family 7 member 5",1.29903072625756,8.9247657110941,6.7011436404304,5.20922383408649e-09,7.90294713245897e-08,10.1420746517774,7.80841118071651,9.10744190697407,1,2,20,FALSE,"green",25.2122575196826,"",FALSE
"9606.ENSP00000261693","SCARB1",949,"scavenger receptor class B member 1",1.79877737711921,9.60254828447624,8.06494247719502,1.85977084912261e-11,5.21686421948106e-10,15.7031846969553,8.05672397601442,9.85550135313363,1,1,99,FALSE,"green",0,"",FALSE
"9606.ENSP00000261733","ALDH2",217,"aldehyde dehydrogenase 2 family member",-1.05722827973568,6.14898946424948,-10.2745907780828,2.16119855706583e-15,1.50768466702755e-13,24.6728409179724,7.05754501714733,6.00031673741165,1,2,5,FALSE,"red",1162.79848273066,"",FALSE
"9606.ENSP00000261881","TIPIN",54962,"TIMELESS interacting protein",-1.02218684989534,4.86190987276002,-10.1101108344428,4.19229889698853e-15,2.7737380757734e-13,24.0165154515369,5.74035169688883,4.71816484699349,1,2,10,FALSE,"red",4.18652723544964,"",FALSE
"9606.ENSP00000261937","FLT4",2324,"fms related tyrosine kinase 4",1.20290097070379,6.20831507247298,5.69585434002111,2.98617710787533e-07,3.00473934336786e-06,6.16780588502868,5.17457205077441,6.3774730214782,1,5,84,FALSE,"green",737.301450175648,"",TRUE
"9606.ENSP00000262460","GINS1",9837,"GINS complex subunit 1",-1.39666422390367,4.99122296425699,-14.6083225378382,1.72056202565931e-22,9.29023424241126e-20,40.8357038695267,6.1914812816742,4.79481705777054,1,2,5,FALSE,"red",0.705568046124049,"",FALSE
"9606.ENSP00000262593","DOK5",55816,"docking protein 5",-1.06842843670538,4.3954901942292,-12.8050553749792,1.16948474116538e-19,2.47364395168213e-17,34.3974352829356,5.31367088202289,4.24524244531751,1,5,45,FALSE,"red",45.9831888568027,"",FALSE
"9606.ENSP00000262768","TIMP2",7077,"TIMP metallopeptidase inhibitor 2",1.03803022798404,10.7230584901805,6.09341248244562,6.13276511865126e-08,7.28287698171457e-07,7.71859713635367,9.83100126300673,10.8690314909908,1,5,66,FALSE,"green",1387.35307870812,"",TRUE
"9606.ENSP00000263038","PHYH",5264,"phytanoyl-CoA 2-hydroxylase",-1.0732507457469,6.89414693863819,-11.4749438079764,1.86570996432168e-17,2.33887084474702e-15,29.3791432269723,7.81647179826443,6.74322105251753,1,4,10,FALSE,"red",75.508017213801,"",FALSE
