"STRING_id","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","Second.Trimester.Average","Term.Average","on_graph","cluster","updown","btw","cluster_max_btw","is_secreted"
"9606.ENSP00000264170","KYNU",8942,"kynureninase",1.03131913256837,7.52225223105213,5.25745608333331,1.64751140929075e-06,1.36668468045291e-05,4.50043944175076,6.63596235150119,7.66728148406955,1,2,"green",311.300294403165,"",FALSE
"9606.ENSP00000264316","TXK",7294,"TXK tyrosine kinase",2.68876168568758,5.55140947211559,15.7569650811525,3.35177538827346e-24,2.79420755243417e-21,44.7129052600752,3.24075489847783,5.92951658416541,1,2,"green",598.244929894331,"",FALSE
"9606.ENSP00000264360","PCDH10",57575,"protocadherin 10",-1.44516603219241,5.54759603852242,-10.7384047497345,3.38363056405882e-16,2.863719410891e-14,26.5095250606981,6.78953559743777,5.34436956524536,1,2,"red",117.256581421919,"",FALSE
"9606.ENSP00000264444","MXD1",4084,"MAX dimerization protein 1",1.50638036002459,7.59352164105755,11.0767203141191,8.8729750937938e-17,9.27780649699439e-15,27.8351429036326,6.29897601916142,7.80535637918601,1,2,"green",31.7399499646076,"",FALSE
"9606.ENSP00000264474","CSTA",1475,"cystatin A",-1.45630575680347,5.87963554257948,-10.0435468517207,5.48543953243719e-15,3.57260677048146e-13,23.7502075439907,7.13114830233246,5.67484254552899,1,3,"red",120.517118295955,"",FALSE
"9606.ENSP00000264634","WNT5A",7474,"Wnt family member 5A",-1.19620266530044,5.95001754785114,-5.04936079241156,3.64431325061399e-06,2.77958073318788e-05,3.72790603379226,6.97800421334371,5.78180154804327,1,3,"red",1142.09175395214,"",FALSE
"9606.ENSP00000265036","DEPDC1B",55789,"DEP domain containing 1B",2.21208473945721,7.68434421184931,5.73435454689419,2.5650778275162e-07,2.62362332886766e-06,6.31652105742527,5.78333388887827,7.99541862833548,1,2,"green",112.932843896527,"",FALSE
"9606.ENSP00000265077","VCAN",1462,"versican",-1.51128658348124,8.20040572922692,-8.74494949203981,1.1129641260225e-12,4.24632743093207e-11,18.4890892210931,9.49916763690611,7.98788105342487,1,3,"red",965.008440947612,"",FALSE
"9606.ENSP00000265162","ENPEP",2028,"glutamyl aminopeptidase",-1.12165811965921,6.41810974474999,-5.39864718248587,9.55180186207312e-07,8.42185047310127e-06,5.03188286443382,7.38203469133213,6.26037657167291,1,4,"red",155.891219380615,"",FALSE
"9606.ENSP00000265174","PAPSS1",9061,"3'-phosphoadenosine 5'-phosphosulfate synthase 1",-1.01650502828866,6.83779442685867,-7.39791770581739,2.95383043905586e-10,6.13315254176568e-09,12.9712801590963,7.71135343554424,6.69484840725558,1,2,"red",147.270010601277,"",FALSE
"9606.ENSP00000265441","WNT2",7472,"Wnt family member 2",-1.91731206507443,7.0941130519498,-9.73160425674097,1.94361679947108e-14,1.09110851507008e-12,22.4971492621952,8.74180310787314,6.82449104279871,1,3,"red",937.63948820421,"",TRUE
"9606.ENSP00000265572","OPRK1",4986,"opioid receptor kappa 1",1.30268854809596,5.5447895074324,4.83958503049806,8.01156891590969e-06,5.5380136208525e-05,2.96330676592265,4.42529153641244,5.72798008450839,1,3,"green",304.133156546312,"",FALSE
"9606.ENSP00000265728","DBF4",10926,"DBF4 zinc finger",-1.10568413105412,4.67549492641481,-12.2610531934792,9.06975842287193e-19,1.55896991942829e-16,32.3717249672896,5.62569222653944,4.52000809548532,1,2,"red",223.278464221988,"",FALSE
"9606.ENSP00000265748","ANLN",54443,"anillin actin binding protein",-1.13391388828255,5.80595608463818,-6.78600298306492,3.67959452461846e-09,5.84284566752034e-08,10.4843475015118,6.780413332381,5.64649944409845,1,2,"red",467.832097398734,"",FALSE
"9606.ENSP00000265843","EXPH5",23086,"exophilin 5",2.51733651895838,8.82127471977057,12.1945225700645,1.16811487304232e-18,1.92831478002322e-16,32.1214035569316,6.65793864879071,9.1752751677491,1,2,"green",41.40494127372,"",FALSE
"9606.ENSP00000265896","SQLE",6713,"squalene epoxidase",-1.09294915785964,6.35049695175474,-8.5233027691317,2.78284295840774e-12,9.67904875333176e-11,17.5821207337919,7.28975013429037,6.19680097643073,1,2,"red",523.010189570082,"",FALSE
"9606.ENSP00000266581","AMIGO2",347902,"adhesion molecule with Ig like domain 2",-1.47659253999449,5.3461233357974,-15.4035060910431,1.1064053234441e-23,8.05700208960884e-21,43.5382331404962,6.61507004985516,5.13847750986067,1,2,"red",221.025913139653,"",FALSE
"9606.ENSP00000267012","BIN2",51411,"bridging integrator 2",-1.79818307351356,6.56807143814579,-12.8714184549054,9.13213884454417e-20,2.0301353460678e-17,34.6419495931252,8.11338501694651,6.31520194343294,1,2,"red",407.448744729603,"",FALSE
"9606.ENSP00000267842","SLC27A2",11001,"solute carrier family 27 member 2",-1.34691568645668,6.7922114169312,-6.85141450896013,2.81343486130244e-09,4.56751698563735e-08,10.7486979352842,7.94971708497991,6.60280139852323,1,2,"red",381.189862760627,"",FALSE
"9606.ENSP00000267953","BCL2A1",597,"BCL2 related protein A1",-1.6739934837343,4.81869724419036,-9.19508949768056,1.74263481865753e-13,8.0484626957e-12,20.3248137607147,6.25728539427452,4.58329191054022,1,3,"red",504.048761742478,"",FALSE
"9606.ENSP00000268053","CYP11A1",1583,"cytochrome P450 family 11 subfamily A member 1",2.01677974102117,10.138383581809,7.65050797467308,1.03747659212794e-10,2.39250998901095e-09,14.0044261558263,8.40521349186892,10.4219932328901,1,2,"green",280.323825615549,"",FALSE
"9606.ENSP00000268389","IGSF6",10261,"immunoglobulin superfamily member 6",-1.56298857171831,6.15519502367418,-10.7916266366966,2.73893939019284e-16,2.42634977507131e-14,26.7188791292832,7.4983883274946,5.93539975577629,1,4,"red",79.5653529712686,"",FALSE
"9606.ENSP00000268603","CDH11",1009,"cadherin 11",-1.42585055517259,7.64784735267038,-10.4015964347513,1.29794734837761e-15,9.24815219636745e-14,25.1778953218575,8.87318767352182,7.44733711834923,1,3,"red",783.089598449806,"",FALSE
"9606.ENSP00000268613","CDH13",1012,"cadherin 13",-1.18034079316091,5.09430570329504,-9.50481919937916,4.89977599397542e-14,2.52478095498337e-12,21.5813332825668,6.1086610724177,4.92832027925679,1,4,"red",326.331946618659,"",FALSE
"9606.ENSP00000269216","GATA6",2627,"GATA binding protein 6",-1.54944294703945,5.83219277596531,-16.3599112988976,4.52974809639507e-25,4.44261705948206e-22,46.6794254611764,7.16374530857734,5.61430236153789,1,3,"red",1326.17810709661,"",FALSE
"9606.ENSP00000269298","SAT2",112483,"spermidine/spermine N1-acetyltransferase family member 2",-1.01180324669511,5.99994262600804,-8.45211172543219,3.73665178519437e-12,1.25607248416423e-10,17.2905108161718,6.86946104113665,5.85765779444154,1,2,"red",14.5920279374073,"",FALSE
"9606.ENSP00000269346","TTYH2",94015,"tweety family member 2",-1.18788807045896,5.6246573657882,-14.5766216380513,1.92266382422935e-22,9.71411331556847e-20,40.726235656006,6.64549867633887,5.45761060587991,1,2,"red",42.6127191985882,"",FALSE
"9606.ENSP00000269720","MISP3",113230,"MISP family member 3",1.15618880089105,6.01290232626246,11.0817909135406,8.69756361710172e-17,9.18384824187897e-15,27.8549158335036,5.01930257549671,6.17549137638777,1,2,"green",0,"",FALSE
"9606.ENSP00000270077","PSG9",5678,"pregnancy specific beta-1-glycoprotein 9",3.53214804837233,10.8269329277676,9.30270431329573,1.12056211333953e-13,5.32282966259546e-12,20.7620825255698,7.7914931986976,11.3236412470699,1,4,"green",4.72003896484633,"",TRUE
"9606.ENSP00000270879","FCN3",8547,"ficolin 3",1.15103754864065,6.69946378455371,7.98333345155686,2.60903105174036e-11,6.96005995610673e-10,15.3685037130497,5.71029089119065,6.8613284398313,1,3,"green",19.2782579718988,"",FALSE
"9606.ENSP00000272190","REN",5972,"renin",-2.67615356051937,4.97086777510548,-18.6992191285781,2.89571571575964e-28,6.03503351610757e-25,53.8796900040171,7.27068724117681,4.59453368065744,1,3,"red",1122.12864044866,"",FALSE
"9606.ENSP00000272203","PLEKHA6",22874,"pleckstrin homology domain containing A6",1.75868580919314,7.75517289212562,11.1138226517413,7.66736218180057e-17,8.24760836497813e-15,27.9797581339403,6.24380227485027,8.00248808404341,1,2,"green",131.062935751972,"",FALSE
"9606.ENSP00000272223","OSR1",130497,"odd-skipped related transcription factor 1",-1.51504754739349,5.04845064035652,-8.4143858500692,4.36853514828536e-12,1.44517036760639e-10,17.1359328770212,6.3504446263978,4.83539707900431,1,3,"red",11.1667235838302,"",FALSE
"9606.ENSP00000272928","ACKR3",57007,"atypical chemokine receptor 3",1.26745780891029,7.42367526726172,8.1091289684758,1.54833394113642e-11,4.4356308935683e-10,15.8844004023757,6.33445371272944,7.60191152163973,1,3,"green",109.398566440145,"",FALSE
"9606.ENSP00000273153","CSRNP1",64651,"cysteine and serine rich nuclear protein 1",1.06229361486026,8.20931349143475,11.3005393171,3.68536629189328e-17,4.20863782087237e-15,28.7051755138018,7.29640491616421,8.35869853102447,1,2,"green",22.2777800765641,"",FALSE
"9606.ENSP00000273371","PLA1A",51365,"phospholipase A1 member A",1.26257377453826,5.14412119149658,15.2087073809875,2.15106112220737e-23,1.37940931117552e-20,42.8838753448294,4.05909685400276,5.32167062854102,1,4,"green",134.063885204349,"",FALSE
"9606.ENSP00000274341","HAPLN1",1404,"hyaluronan and proteoglycan link protein 1",-2.36141910679072,6.25069585038795,-12.4215566922354,4.93700531009881e-19,9.24884152081768e-17,32.9733213076459,8.28004039528622,5.9186212884955,1,3,"red",118.550718862745,"",TRUE
"9606.ENSP00000274498","ARHGAP26",23092,"Rho GTPase activating protein 26",1.23548886770749,6.92066455409088,6.89449585800481,2.35712059174351e-09,3.93396112373769e-08,10.9230363036868,5.85891630840475,7.09440517611224,1,2,"green",72.4587705772089,"",FALSE
"9606.ENSP00000274532","TIMD4",91937,"T cell immunoglobulin and mucin domain containing 4",-1.12657005237501,4.88374430124473,-9.12099407955733,2.36280053856401e-13,1.05900466073865e-11,20.0233485404734,5.8518904400045,4.72532038762949,1,3,"red",84.1869789436231,"",FALSE
"9606.ENSP00000274793","PLA2G7",7941,"phospholipase A2 group VII",-2.8222147343097,6.36328073877858,-10.2624103361524,2.26969116021969e-15,1.57023073503497e-13,24.6243231456183,8.78862152607597,5.96640679176628,1,3,"red",306.622333314518,"",FALSE
"9606.ENSP00000275525","IGFBP1",3484,"insulin like growth factor binding protein 1",-3.34662311910635,7.977008409621,-4.96469106108055,5.01633782600241e-06,3.67960407272055e-05,3.41750668964217,10.853012652603,7.50638953349667,1,3,"red",1332.47628652046,"",TRUE
"9606.ENSP00000275767","TMEM140",55281,"transmembrane protein 140",1.48353834830539,7.71342868500836,11.6024102986556,1.13693847289066e-17,1.4926122172052e-15,29.8694696342234,6.43851291693341,7.9220512652388,1,2,"green",0.707976636371413,"",FALSE
"9606.ENSP00000276480","ST18",9705,"ST18 C2H2C-type zinc finger transcription factor",1.10234290303176,4.43476635064304,10.8725622097554,1.98713955553249e-16,1.88947892423979e-14,27.0366715812286,3.48744041835013,4.58978332138188,1,2,"green",8.44676405395037,"",FALSE
"9606.ENSP00000276571","CRH",1392,"corticotropin releasing hormone",6.14381760016704,9.41141728745723,18.314799905552,9.28804141187845e-28,1.72066127178055e-24,52.7418493705893,4.13157403731368,10.2753916374807,1,3,"green",516.562821003357,"",TRUE
"9606.ENSP00000276914","PLIN2",123,"perilipin 2",1.2259818961675,9.9475981433481,5.65864760510423,3.45770693872336e-07,3.4213856254798e-06,6.0244122082276,8.89401995132915,10.1200018474967,1,2,"green",313.314684282195,"",FALSE
"9606.ENSP00000278025","FUOM",282969,"fucose mutarotase",-1.01207172868048,5.14378435153365,-11.3035683172077,3.64194412861622e-17,4.19484552546525e-15,28.7169108115513,6.01353349336844,5.00146176468796,1,2,"red",0.585044211960583,"",FALSE
"9606.ENSP00000278317","TNNT3",7140,"troponin T3, fast skeletal type",2.12828497636646,7.02422708750049,10.2688105818801,2.21201733600175e-15,1.53670687679821e-13,24.6498186780968,5.19523218593556,7.32351716230202,1,2,"green",156.329896983741,"",FALSE
"9606.ENSP00000278840","FADS2",9415,"fatty acid desaturase 2",-1.17294060282824,5.8232137553191,-10.9327800456746,1.56582338820587e-16,1.55398650902122e-14,27.2726595070616,6.83120958587462,5.65826898304638,1,2,"red",632.39823626664,"",FALSE
"9606.ENSP00000278927","ESAM",90952,"endothelial cell adhesion molecule",1.30991958573166,7.83132690528097,4.91883290350662,5.95882615089435e-06,4.28423925889873e-05,3.25039078114612,6.70561476129282,8.01553434702448,1,3,"green",263.460872578929,"",FALSE
"9606.ENSP00000280772","ANK3",288,"ankyrin 3",1.66875645095357,8.16656739270502,8.01651652019604,2.27351527619382e-11,6.18373902120383e-10,15.504585200254,6.73247981766679,8.40123626862036,1,2,"green",1434.14372517727,"",FALSE
"9606.ENSP00000282869","ZNF117",51351,"zinc finger protein 117",1.61841153745438,6.01748462290687,6.96888275843436,1.73592857214443e-09,2.99928881692893e-08,11.224467435133,4.62666220790701,6.24507374536139,1,2,"green",0.227116324015985,"",FALSE
"9606.ENSP00000282903","PLOD2",5352,"procollagen-lysine,2-oxoglutarate 5-dioxygenase 2",-1.39629097982101,8.17510354840117,-5.02496845579981,3.99656865345739e-06,3.00834262569278e-05,3.638242029304,9.37504110918485,7.97875012936384,1,3,"red",727.451516760763,"",FALSE
"9606.ENSP00000283147","BMP6",654,"bone morphogenetic protein 6",1.53349214228686,7.2821717350517,12.4595169265358,4.27756716929755e-19,8.19768705904575e-17,33.1151255332721,5.96432692527393,7.49781906756079,1,3,"green",839.694914060096,"",TRUE
"9606.ENSP00000283296","ADGRF5",221395,"adhesion G protein-coupled receptor F5",1.15751262107718,7.48052873064545,6.29951242754192,2.67183128273143e-08,3.46672707992072e-07,8.53428533615091,6.48579132190725,7.64330394298443,1,2,"green",239.741088636347,"",FALSE
"9606.ENSP00000284116","GDPD1",284161,"glycerophosphodiester phosphodiesterase domain containing 1",1.55626163305428,5.58653943092538,7.68833172697826,8.8690175558418e-11,2.08272013674015e-09,14.1593282755123,4.24912709001936,5.80538872307364,1,2,"green",66.5447985592614,"",FALSE
"9606.ENSP00000284240","THY1",7070,"Thy-1 cell surface antigen",-1.04298710318963,7.36211030875273,-5.20519836861797,2.01322148557364e-06,1.63818652166761e-05,4.30519613025005,8.25842735055632,7.21544024736669,1,3,"red",1166.89586376604,"",FALSE
"9606.ENSP00000284322","ABI3BP",25890,"ABI family member 3 binding protein",-2.07228930675169,7.24485631917121,-5.80729228970395,1.92170991311183e-07,2.03174821695076e-06,6.59917027448242,9.02572994216094,6.95344063540925,1,2,"red",85.2109901463865,"",FALSE
"9606.ENSP00000284437","C4ORF19",55286,"chromosome 4 open reading frame 19",1.86306203609314,6.99076939723068,10.6765135026779,4.32811046196279e-16,3.59017839464207e-14,26.265695619263,5.38970045996314,7.25276249605628,1,4,"green",0.482997934515331,"",FALSE
"9606.ENSP00000284617","CCSAP",126731,"centriole, cilia and spindle associated protein",2.11078019407912,7.03632467872618,8.97119849365239,4.37677391115691e-13,1.84744180811947e-11,19.4129838011798,5.22237294943943,7.33315314351855,1,4,"green",2.80475322196163,"",FALSE
"9606.ENSP00000284987","ADAMTS5",11096,"ADAM metallopeptidase with thrombospondin type 1 motif 5",-1.5091452794311,6.24917395249044,-8.91726683369108,5.46606182095294e-13,2.2447204123337e-11,19.1929570660737,7.54609567700154,6.03695039757044,1,3,"red",90.9839125032832,"",TRUE
"9606.ENSP00000285311","DKK2",27123,"dickkopf WNT signaling pathway inhibitor 2",-1.77387051926008,4.67935494826543,-13.8867952819008,2.22477142081029e-21,8.62642183701629e-19,38.3111803696493,6.20377492575456,4.42990440649448,1,3,"red",234.886143186233,"",FALSE
"9606.ENSP00000286657","ADAMTS3",9508,"ADAM metallopeptidase with thrombospondin type 1 motif 3",1.84815503733193,4.90872547050806,10.2501008345335,2.38490143745356e-15,1.64311825068857e-13,24.5752771458636,3.32046723530093,5.16862227263286,1,3,"green",241.85565922918,"",FALSE
"9606.ENSP00000287008","PCDH1",5097,"protocadherin 1",1.04097396913485,6.14259559902793,7.54840770468022,1.58397430183778e-10,3.48411656128513e-09,13.5865145064526,5.24800859430267,6.28898256343752,1,2,"green",76.2166353891089,"",FALSE
"9606.ENSP00000287641","SST",6750,"somatostatin",-1.00878694796745,4.69724837286823,-6.53987936873236,1.00653604597324e-08,1.42220131309422e-07,9.49393134630579,5.56417465627776,4.55538770831031,1,3,"red",464.368702455979,"",FALSE
"9606.ENSP00000287814","TIMP4",7079,"TIMP metallopeptidase inhibitor 4",1.08577220355665,5.21600049484601,10.5110253209733,8.37553324536449e-16,6.35265218754937e-14,25.6117957535341,4.28291500741451,5.36868721097116,1,3,"green",176.678812669782,"",FALSE
"9606.ENSP00000287878","PRKAG2",51422,"protein kinase AMP-activated non-catalytic subunit gamma 2",1.02071687705125,7.53784831470624,7.1201295195941,9.30888049504729e-10,1.72069805425636e-08,11.8387999881133,6.66066974849033,7.68138662554158,1,2,"green",359.352723352221,"",FALSE
"9606.ENSP00000289373","TMSB15A",11013,"thymosin beta 15a",-1.41300062955842,3.9827116158203,-10.9556728175072,1.43036056476091e-16,1.4366507045939e-14,27.3622708900024,5.19700903184707,3.78400840228865,1,2,"red",16.9847860586428,"",FALSE
"9606.ENSP00000289968","ARHGAP17",55114,"Rho GTPase activating protein 17",1.4275944233804,9.51460255064639,8.85015891436626,7.20883607363202e-13,2.89621503266667e-11,18.9189889279142,8.28776359305385,9.71535801643426,1,2,"green",105.084875766899,"",FALSE
"9606.ENSP00000290271","STC1",6781,"stanniocalcin 1",-2.140027909466,6.35312052244771,-8.16440475941585,1.23113654235504e-11,3.6075113480994e-10,16.1110899545102,8.19220700714505,6.05217909767906,1,3,"red",753.220939412783,"",FALSE
"9606.ENSP00000291416","TRIM62",55223,"tripartite motif containing 62",1.05510280860528,6.08253105799615,8.22590014532535,9.54038798279898e-12,2.91865851077445e-10,16.3632676854146,5.17580208185098,6.23090489045627,1,4,"green",11.6973237277078,"",FALSE
"9606.ENSP00000293328","STAT5B",6777,"signal transducer and activator of transcription 5B",1.52867417921814,8.51181293363036,9.90354064610198,9.66828571334785e-15,5.77775368095515e-13,23.1888128822764,7.19810856086476,8.72678274008291,1,3,"green",553.070648543386,"",FALSE
"9606.ENSP00000294435","RBP7",116362,"retinol binding protein 7",-2.32746208834469,5.69318731654783,-17.3170272445158,2.06838912909986e-26,2.46330371067729e-23,49.7063518245582,7.69335004871904,5.36588796037436,1,2,"red",13.3398158202508,"",FALSE
"9606.ENSP00000294489","PDPN",10630,"podoplanin",-1.00533888125696,7.51830394146911,-8.0437573058807,2.03059536589128e-11,5.64186758620849e-10,15.6163014933318,8.38226704254931,7.37692816129235,1,3,"red",64.2074838321528,"",FALSE
"9606.ENSP00000294728","VCAM1",7412,"vascular cell adhesion molecule 1",-1.20130629613182,6.37973420478524,-6.86965121583869,2.6104259386491e-09,4.297183937635e-08,10.8224750093503,7.41210680302352,6.21080050689171,1,3,"red",1090.62843979019,"",FALSE
"9606.ENSP00000294889","C1ORF115",79762,"chromosome 1 open reading frame 115",1.19686152917534,9.60398014529859,6.34020186605291,2.26600018327632e-08,2.99374176353139e-07,8.69614123617125,8.57542726866354,9.77228879783888,1,2,"green",15.6693597615268,"",FALSE
"9606.ENSP00000294964","PKDCC",91461,"protein kinase domain containing, cytoplasmic",-1.38412976584065,5.68145446071575,-13.7730696361818,3.35069994478509e-21,1.19746142289948e-18,37.9069748118506,6.87094097823505,5.48681121239441,1,2,"red",573.460098501481,"",FALSE
"9606.ENSP00000295256","HPGDS",27306,"hematopoietic prostaglandin D synthase",-1.28842306324505,6.22504654115058,-8.35822684386638,5.51280733493063e-12,1.80579639872885e-10,16.9057752896646,7.33228511112679,6.04386204788174,1,2,"red",1272.1575404336,"",FALSE
"9606.ENSP00000295461","NIPAL1",152519,"NIPA like domain containing 1",1.80745048662287,6.34583092782928,8.95467465254178,4.6851072849011e-13,1.96237559645181e-11,19.3455855929115,4.79255316588775,6.60000365251062,1,2,"green",12.2128788178594,"",FALSE
"9606.ENSP00000295550","COL6A3",1293,"collagen type VI alpha 3 chain",-1.47911810448073,8.88750014552691,-9.30593417360604,1.1058222384547e-13,5.26782119478721e-12,20.7751953837584,10.158617266565,8.6794991620843,1,3,"red",529.085345792793,"",FALSE
"9606.ENSP00000295777","SERPINI1",5274,"serpin family I member 1",1.71196127494164,5.74105748503743,7.37407099840282,3.26016668127863e-10,6.6941821523348e-09,12.8738863241353,4.26984076438446,5.9818020393261,1,3,"green",261.987989360871,"",FALSE
"9606.ENSP00000295897","ALB",213,"albumin",-1.94017311057761,4.07553021550442,-6.96464543601732,1.76646167276494e-09,3.04573065873938e-08,11.2072835867448,5.74286648240705,3.80269337182945,1,3,"red",11148.4843793835,"3, ALB, 1417",FALSE
"9606.ENSP00000296026","CXCL3",2921,"C-X-C motif chemokine ligand 3",-1.01493806546238,4.41072351669023,-6.12959935598743,5.30271076952454e-08,6.38354488521897e-07,7.86128905666,5.28293591669697,4.26799785123458,1,3,"red",86.2062573022342,"",FALSE
"9606.ENSP00000296027","CXCL5",6374,"C-X-C motif chemokine ligand 5",-1.55813854441856,4.60986455605637,-6.00468679053399,8.75242776900182e-08,9.98831130681501e-07,7.36974729979442,5.94888986766607,4.39075132324751,1,3,"red",138.274897676549,"",FALSE
"9606.ENSP00000296028","PPBP",5473,"pro-platelet basic protein",-1.41791537803695,6.60947418185204,-6.64006780180329,6.68726330340314e-09,9.88446285971991e-08,9.89623226929736,7.82799520985255,6.4100798318156,1,3,"red",166.050313267429,"",FALSE
"9606.ENSP00000296029","PF4",5196,"platelet factor 4",-1.64144475314773,5.8087211372415,-11.9325220446053,3.1806515837265e-18,4.82100035049746e-16,31.1302584491363,7.21933772197783,5.5778929688301,1,3,"red",62.7886609028471,"",FALSE
"9606.ENSP00000296130","CLEC3B",7123,"C-type lectin domain family 3 member B",1.01037618476609,8.26891165924354,6.25495417421839,3.19925679956585e-08,4.05328332972351e-07,8.35733756682988,7.40061962546018,8.41099581022627,1,3,"green",496.800548219236,"",FALSE
"9606.ENSP00000296140","CCR1",1230,"C-C motif chemokine receptor 1",-1.03462341355682,5.75737919023282,-6.7185657309643,4.85066314357714e-09,7.44021219805535e-08,10.2122805679799,6.64650868625822,5.61188527270139,1,3,"red",209.425968736315,"",FALSE
"9606.ENSP00000296370","S100P",6286,"S100 calcium binding protein P",1.16253730424119,11.2417230997407,6.38959981933565,1.85468812677474e-08,2.49783644084937e-07,8.89297558792504,10.2426676039084,11.4052049081496,1,1,"green",38.8923271915058,"",FALSE
"9606.ENSP00000296503","HMGB2",3148,"high mobility group box 2",-1.02741049738248,7.37517402294705,-6.96132820449037,1.79073751062928e-09,3.08121429460495e-08,11.19383213233,8.25810491913512,7.23069442175264,1,2,"red",242.813364315255,"",FALSE
"9606.ENSP00000296674","RPS23",6228,"ribosomal protein S23",-1.14942600538751,7.61275342248673,-8.32585757796522,6.30411543456736e-12,2.03698675659964e-10,16.7730909981346,8.60054139586662,7.45111539047912,1,2,"red",290.840860363912,"",FALSE
"9606.ENSP00000296795","TLR3",7098,"toll like receptor 3",1.08579414699789,6.6802551264783,3.86322065863717,0.000255265149310239,0.00115653147675261,-0.365060826562329,5.74715078140198,6.83294492839988,1,3,"green",970.349716709745,"",FALSE
"9606.ENSP00000296953","CREBRF",153222,"CREB3 regulatory factor",1.32643826759958,7.33995347557685,10.4608796566367,1.023594790176e-15,7.45257464480542e-14,25.4131081061354,6.20004558935846,7.52648385695804,1,2,"green",10.8831212742627,"",FALSE
"9606.ENSP00000297056","DAGLB",221955,"diacylglycerol lipase beta",1.07585061367063,7.76227461876779,9.99961244150424,6.55194614843274e-15,4.16960249660356e-13,23.5742217394875,6.83771549764459,7.91356611131522,1,2,"green",29.6862121823765,"",FALSE
"9606.ENSP00000297164","RELL2",285613,"RELT like 2",1.15507957794393,6.16062786115126,9.30922160304104,1.09101949826036e-13,5.21219716174643e-12,20.7885412937373,5.16798134885569,6.32306092679962,1,2,"green",10.2346562004879,"",FALSE
"9606.ENSP00000297205","STEAP1",26872,"STEAP family member 1",-1.13247832370891,4.13690423610979,-6.47548690065966,1.30830570064865e-08,1.8147571503257e-07,9.23604996431273,5.11012779554713,3.97764947183823,1,1,"red",115.98968729411,"1, STEAP1, 59",FALSE
"9606.ENSP00000297267","FNDC1",84624,"fibronectin type III domain containing 1",-1.78785462018844,4.69728000654348,-17.3351051254793,1.95330161375774e-26,2.46330371067729e-23,49.7624256184443,6.23371757076792,4.44586295057949,1,3,"red",395.356890062001,"",FALSE
"9606.ENSP00000297439","DEFB1",1672,"defensin beta 1",-1.39140493459493,4.92612495876076,-4.8298964878152,8.30569245602373e-06,5.71998390414224e-05,2.92836065705205,6.12186357442828,4.73045863983335,1,3,"red",34.3547702795686,"",FALSE
"9606.ENSP00000297494","NOS3",4846,"nitric oxide synthase 3",1.76315193959784,7.17946470807736,8.06570110469165,1.85392787226757e-11,5.21256988437053e-10,15.7062959428743,5.66425600998547,7.42740794958331,1,3,"green",1142.19589483169,"",FALSE
"9606.ENSP00000297785","ALDH1A1",216,"aldehyde dehydrogenase 1 family member A1",-1.91349299824837,5.86536778204321,-6.88006185925846,2.50114325640756e-09,4.13705967401619e-08,10.8646059986941,7.5097758274129,5.59628282916454,1,3,"red",1101.20642703906,"",FALSE
"9606.ENSP00000297848","COL14A1",7373,"collagen type XIV alpha 1 chain",-1.0710715424731,6.402553399975,-5.11827505823933,2.80546985167585e-06,2.21056705278788e-05,3.98226036876795,7.32300550678782,6.25193396431472,1,3,"red",302.545111955077,"",FALSE
"9606.ENSP00000298295","DEPP1",11067,"DEPP1 autophagy regulator",1.47899223619069,8.65493955737627,7.53163675669524,1.6979444127811e-10,3.70669885395829e-09,13.5179040551014,7.38393060439989,8.86292284059059,1,2,"green",58.7776198645969,"",FALSE
"9606.ENSP00000300035","PCLAF",9768,"PCNA clamp associated factor",-1.49151200941592,5.46429762791533,-12.8044654643546,1.17206184959448e-19,2.47364395168213e-17,34.3952592025456,6.74606576100714,5.25455375159122,1,2,"red",276.762758073129,"",FALSE
"9606.ENSP00000300527","COL6A2",1292,"collagen type VI alpha 2 chain",-1.00747001281637,8.32284926687623,-8.52644178737108,2.74692407615517e-12,9.6290644600419e-11,17.594975761331,9.1886438091403,8.18117379632393,1,3,"red",474.094846273811,"",FALSE
"9606.ENSP00000300619","ZNF91",7644,"zinc finger protein 91",1.02050186246911,6.9411287272986,5.87571501962654,1.46432779014326e-07,1.58434375373515e-06,6.86537015626459,6.06413493923922,7.08463680170832,1,2,"green",41.8247788746856,"",FALSE
"9606.ENSP00000301190","ANKRD33",341405,"ankyrin repeat domain 33",1.14700042282869,6.27329555186914,6.98086131144188,1.65242735975502e-09,2.87888415561081e-08,11.2730531795417,5.28759206350073,6.43459248632942,1,2,"green",4.60447550096067,"",FALSE
"9606.ENSP00000301200","CDC42EP5",148170,"CDC42 effector protein 5",-1.06580447880855,6.51392601100647,-11.1314310113389,7.15433247829479e-17,7.7963519876215e-15,28.0483370728698,7.42985173498257,6.36404725617401,1,2,"red",30.7722759990362,"",FALSE
"9606.ENSP00000301202","LAIR2",3904,"leukocyte associated immunoglobulin like receptor 2",-2.25001961154864,5.6613638949329,-6.16327694615962,4.63063430316947e-08,5.66030540591968e-07,7.99429395450459,7.59497449860752,5.34495488705888,1,4,"red",47.5959431110872,"",TRUE
"9606.ENSP00000301258","PSCA",8000,"prostate stem cell antigen",1.49770969056381,6.07026139114574,6.21581037818867,3.74698699342703e-08,4.69725670236157e-07,8.20215595501167,4.78316712581746,6.28087681638127,1,1,"green",158.857608395056,"",FALSE
