"STRING_id","SYMBOL","ENTREZID","GENENAME","logFC","AveExpr","t","P.Value","adj.P.Val","B","Second.Trimester.Average","Term.Average","on_graph","cluster","updown","btw","cluster_max_btw","is_secreted"
"9606.ENSP00000201647","EPS8L1",54869,"EPS8 like 1",1.93763225543648,8.3144342650068,11.3470915680649,3.07200060167533e-17,3.6325862433853e-15,28.8854169103009,6.64928154549108,8.58691380092756,1,2,"green",88.7343122202937,"",FALSE
"9606.ENSP00000205948","APOH",350,"apolipoprotein H",-1.21314876869895,3.92328832505453,-6.66276034504762,6.09485624640252e-09,9.06507923249503e-08,9.98752341463602,4.96583804815519,3.75268927945624,1,3,"red",269.071643402726,"",FALSE
"9606.ENSP00000215743","MMP11",4320,"matrix metallopeptidase 11",2.44071710530088,9.21023636401591,10.8950402323164,1.81794050365188e-16,1.77254514721566e-14,27.1248066470861,7.11274510164796,9.55346220694885,1,3,"green",62.1581606626978,"",TRUE
"9606.ENSP00000216223","IL2RB",3560,"interleukin 2 receptor subunit beta",-1.62739240403982,7.57140459437083,-5.44723184280692,7.9091654013661e-07,7.15903988800092e-06,5.21602881219652,8.96994494159255,7.34255253755273,1,3,"red",108.565673565637,"",FALSE
"9606.ENSP00000216286","NID2",22795,"nidogen 2",-1.15695647932583,6.71332918381427,-8.48862325807596,3.21240567834168e-12,1.09530551891597e-10,17.4400831675823,7.70758865823491,6.55063217890908,1,3,"red",502.416836941966,"",FALSE
"9606.ENSP00000216392","PYGL",5836,"glycogen phosphorylase L",-1.02411619165175,7.92573054350218,-6.28826380293461,2.79622262838579e-08,3.58902385551011e-07,8.48958556563804,8.8058303957029,7.78171420405116,1,2,"red",142.149102290647,"",FALSE
"9606.ENSP00000216862","CYP24A1",1591,"cytochrome P450 family 24 subfamily A member 1",-1.45641323496088,4.50233399099996,-12.6537290251902,2.05990252691561e-19,4.24009318904492e-17,33.8377445803429,5.75393911479446,4.29752587983359,1,2,"red",297.318803785199,"",FALSE
"9606.ENSP00000216968","PROCR",10544,"protein C receptor",1.03610036669498,8.07792840969018,5.68769871143489,3.08377739536216e-07,3.08989305966786e-06,6.13634673201898,7.18752965706168,8.22363002375666,1,3,"green",49.7044075230449,"",FALSE
"9606.ENSP00000217961","STS",412,"steroid sulfatase",1.35156039870008,7.9292338045168,4.12150522812452,0.000106025790572647,0.00053133994776608,0.473740387551344,6.76773658688392,8.119296985584,1,2,"green",497.658917560344,"",FALSE
"9606.ENSP00000218388","TIMP1",7076,"TIMP metallopeptidase inhibitor 1",-1.15339079628636,10.1079182714497,-4.57083697031845,2.15314653333135e-05,0.000131355331687646,2.00684537479966,11.0991134870083,9.94572269072194,1,3,"red",738.696259575919,"",FALSE
"9606.ENSP00000219070","MMP2",4313,"matrix metallopeptidase 2",-1.02468087165017,6.53867371622779,-5.46570858366724,7.36037383912349e-07,6.71332128116553e-06,5.28622449058303,7.41925884030215,6.39457796865199,1,3,"red",1060.2224353689,"",FALSE
"9606.ENSP00000220772","SFRP1",6422,"secreted frizzled related protein 1",-1.20636730118507,6.90461152008101,-5.33584718080591,1.21801433666267e-06,1.05059250052647e-05,4.79481069662397,7.94133341953693,6.73496611835187,1,3,"red",670.710985997472,"",FALSE
"9606.ENSP00000220809","PLAT",5327,"plasminogen activator, tissue type",1.00537576620659,5.91823360152572,4.6675256980054,1.5129392228556e-05,9.67225293814091e-05,2.34780092392724,5.05423880244193,6.05961456864852,1,3,"green",334.007332511365,"",FALSE
"9606.ENSP00000221421","LHB",3972,"luteinizing hormone subunit beta",1.42162652103016,7.96156709943705,4.94966366511959,5.30786691148503e-06,3.86117212108158e-05,3.36266537796991,6.73985680792675,8.16148332895691,1,3,"green",176.926977179521,"",FALSE
"9606.ENSP00000221797","LGALS13",29124,"galectin 13",2.91356478564872,8.3984589151729,7.70566369185614,8.2540142295722e-11,1.95204509573982e-09,14.2303222905341,5.89461417750602,8.80817896315475,1,3,"green",35.4391240380568,"",FALSE
"9606.ENSP00000221847","EBI3",10148,"Epstein-Barr virus induced 3",1.97937967863105,10.741318689576,7.32734488992216,3.95531779321336e-10,7.99357740196926e-09,12.683135648808,9.04028927825245,11.0196689568835,1,3,"green",2.87525812514626,"",TRUE
"9606.ENSP00000223061","PCOLCE",5118,"procollagen C-endopeptidase enhancer",-1.81517799084959,6.90404524087211,-13.0705293906886,4.3623587360991e-20,1.08557622696986e-17,35.3721368993008,8.46396382675847,6.64878583590888,1,3,"red",180.207586077087,"",FALSE
"9606.ENSP00000225831","CCL2",6347,"C-C motif chemokine ligand 2",-1.27305112781309,7.21425645464474,-4.56351693125746,2.21114832577075e-05,0.000134304102133245,1.98118264967908,8.30828476760911,7.03523363979602,1,3,"red",1435.37624194269,"",FALSE
"9606.ENSP00000225844","CCL13",6357,"C-C motif chemokine ligand 13",-1.29340816109611,6.04362338695162,-5.29046796832836,1.45101059173296e-06,1.22185351494766e-05,4.62418966298629,7.15514602539359,5.86173786429748,1,3,"red",52.3789610488661,"",FALSE
"9606.ENSP00000226067","HLF",3131,"HLF transcription factor, PAR bZIP family member",1.50473682616645,5.73463840081638,7.89782962178049,3.71982378900562e-11,9.54163415909089e-10,15.0178976071068,4.44150519082959,5.94624201699604,1,2,"green",104.411742661819,"",FALSE
"9606.ENSP00000226218","VTN",7448,"vitronectin",-2.21188917705608,6.23532128699952,-14.9888598121289,4.5815780905972e-23,2.82920931498249e-20,42.1393934501632,8.13616354853209,5.92427437147601,1,3,"red",574.254502880149,"",FALSE
"9606.ENSP00000226230","TMEM97",27346,"transmembrane protein 97",-1.50040383657424,6.60956444937205,-13.9796694082422,1.59432734119113e-21,6.64555493991992e-19,38.6400040034616,7.89897399642804,6.39857015985379,1,2,"red",26.2386171202022,"",FALSE
"9606.ENSP00000226317","CXCL6",6372,"C-X-C motif chemokine ligand 6",-1.32540322321309,4.29889941984766,-5.67130315055591,3.28960992976058e-07,3.27448754381482e-06,6.073150009392,5.43791781479641,4.11251459158332,1,3,"red",123.509433197605,"",FALSE
"9606.ENSP00000227667","APOC3",345,"apolipoprotein C3",-1.06801658470236,4.56931815638173,-6.2109653438827,3.82094366027273e-08,4.77202948672114e-07,8.18296587631112,5.48714490886032,4.41912832415796,1,3,"red",288.73139207999,"",FALSE
"9606.ENSP00000229266","CHPT1",56994,"choline phosphotransferase 1",-1.04416109648766,6.93308525276869,-9.78232097158049,1.58141773613373e-14,9.09206134984745e-13,22.7014197703592,7.83041119506277,6.78625009857512,1,2,"red",72.9788144426177,"",FALSE
"9606.ENSP00000229922","CAP2",10486,"cyclase associated actin cytoskeleton regulatory protein 2",1.4325252485789,8.23120748927641,6.36398619423033,2.05775258507794e-08,2.7381411692741e-07,8.79086838780753,7.00013110377891,8.43265635235782,1,2,"green",477.620733331529,"",FALSE
"9606.ENSP00000230658","ISL1",3670,"ISL LIM homeobox 1",-1.16510755610324,6.69682424649464,-6.62307012364817,7.16817635972782e-09,1.05206870110688e-07,9.8278916129917,7.69808855252086,6.53298099641762,1,3,"red",365.244269277918,"",FALSE
"9606.ENSP00000231004","LOX",4015,"lysyl oxidase",-1.02608174833147,5.1983814840844,-3.25945100500192,0.00175698493905617,0.0061666887068898,-2.18488911092471,6.08017048655676,5.05408873822529,1,3,"red",1352.07832199712,"",FALSE
"9606.ENSP00000231121","HAND1",9421,"heart and neural crest derivatives expressed 1",-1.09494339187565,5.05492511147723,-4.81481095482918,8.78477669119151e-06,6.01020031892639e-05,2.87401467709991,5.99589208887036,4.90094869699471,1,3,"red",51.4491339460065,"",FALSE
"9606.ENSP00000231368","LNPEP",4012,"leucyl and cystinyl aminopeptidase",2.69310470275121,8.44302642532375,11.3031346417266,3.64812931801392e-17,4.19484552546525e-15,28.7152306812048,6.12863957139693,8.82174427414814,1,4,"green",99.2408181313442,"",FALSE
"9606.ENSP00000232424","HES1",3280,"hes family bHLH transcription factor 1",1.19788723692909,7.63149211573438,6.72104366404963,4.80169958733605e-09,7.37868545803263e-08,10.2222686760361,6.60205777149844,7.79994500842753,1,3,"green",26.4283947218942,"",FALSE
"9606.ENSP00000233596","REEP6",92840,"receptor accessory protein 6",-1.04306337613634,5.27676295409397,-10.2133441295083,2.76514625249307e-15,1.88176667215579e-13,24.42873949255,6.17314554296114,5.1300821668248,1,2,"red",74.5539627279608,"",FALSE
"9606.ENSP00000233954","IL1RL1",9173,"interleukin 1 receptor like 1",1.78573178949624,5.58946536262723,7.59270735116519,1.31833636847043e-10,2.9543847139123e-09,13.7677959193992,4.0548521060289,5.84058389552514,1,3,"green",209.385112775909,"",TRUE
"9606.ENSP00000234111","ODC1",4953,"ornithine decarboxylase 1",-1.01662218798861,6.33133514904242,-5.64701986249275,3.61960708429659e-07,3.56676766645845e-06,5.97966587949187,7.20499484184512,6.18837265385652,1,2,"red",581.566011326225,"",FALSE
"9606.ENSP00000234313","PLEK",5341,"pleckstrin",-1.0754660469461,6.77240074871854,-6.85953416448979,2.72117686875438e-09,4.43935243960292e-08,10.7815422039785,7.69662938281284,6.62116333586674,1,2,"red",1578.86113059252,"",FALSE
"9606.ENSP00000237612","ABCG2",9429,"ATP binding cassette subfamily G member 2 (Junior blood group)",1.17033737617001,6.54414079385229,5.26466939648338,1.60245735325026e-06,1.33388774092569e-05,4.52745267829371,5.53838211120619,6.7087194873762,1,3,"green",957.468374223356,"",FALSE
"9606.ENSP00000237696","RARRES1",5918,"retinoic acid receptor responder 1",-1.20619021786233,4.99077681529984,-9.29813649978236,1.14174527344702e-13,5.39272491336605e-12,20.7435366177397,6.02734653377528,4.82115631591295,1,2,"red",266.755763228272,"",FALSE
"9606.ENSP00000238018","GDA",9615,"guanine deaminase",1.0874490153681,5.99606320689074,4.33585674165428,5.0048521919705e-05,0.000275390202734455,1.19408342247484,5.06153670930878,6.14898572467688,1,2,"green",150.994091879056,"",FALSE
"9606.ENSP00000238044","ECRG4",84417,"ECRG4 augurin precursor",-2.01436728060474,6.03072629471453,-13.2976668159845,1.88962280277288e-20,5.08156145010198e-18,36.1987782598191,7.76182317648422,5.74745589587948,1,2,"red",159.457587895246,"",FALSE
"9606.ENSP00000238682","TGFB3",7043,"transforming growth factor beta 3",-1.44655204029078,6.92541225589594,-7.60780088850459,1.2383948208078e-10,2.80540174556093e-09,13.8295769167698,8.16854291552083,6.72199087523005,1,3,"red",371.483814481267,"",FALSE
"9606.ENSP00000240100","DUSP4",1846,"dual specificity phosphatase 4",2.04997214929601,7.01020295655145,10.2341161543558,2.54333503894399e-15,1.74506276149437e-13,24.5115666086044,5.24850814075019,7.2984802900462,1,2,"green",247.565464564034,"",FALSE
"9606.ENSP00000242057","AHR",196,"aryl hydrocarbon receptor",1.35351793325992,10.0480203813052,5.65270919608987,3.53947776233526e-07,3.49400312204948e-06,6.00155579470405,8.88484090740998,10.2383588406699,1,3,"green",579.243754903477,"",FALSE
"9606.ENSP00000242208","INHBA",3624,"inhibin subunit beta A",3.57764570722007,6.85677499380566,11.64677757156,9.57321523045374e-18,1.29767656534435e-15,30.0396850165582,3.78223571416342,7.35988142138349,1,3,"green",1194.5599499277,"",TRUE
"9606.ENSP00000242249","RAMP3",10268,"receptor activity modifying protein 3",2.29389398397378,5.88218378902473,14.2471924495476,6.14367475849862e-22,2.84537470134576e-19,39.5807862402471,3.91086864654727,6.20476263052105,1,3,"green",33.9903160645354,"",FALSE
"9606.ENSP00000242261","TWIST1",7291,"twist family bHLH transcription factor 1",1.06222756067345,7.89998756520845,6.90786462938495,2.23110259741405e-09,3.7423715902097e-08,10.9771719960069,6.98713575525471,8.04936331592815,1,3,"green",534.198344466255,"",FALSE
"9606.ENSP00000243347","TNFAIP6",7130,"TNF alpha induced protein 6",-1.23002039969468,4.35562572918902,-5.27947592815527,1.51373588488965e-06,1.27082167214326e-05,4.58294925137062,5.41267451017664,4.18265411048196,1,3,"red",427.487452585908,"",FALSE
"9606.ENSP00000243662","RAB38",23682,"RAB38, member RAS oncogene family",-1.2392507616336,6.70394434107856,-10.026090924206,5.88652731504707e-15,3.8041112373558e-13,23.6803054089085,7.76892546435743,6.52967470272383,1,2,"red",69.8513758822249,"",FALSE
"9606.ENSP00000243786","INHA",3623,"inhibin subunit alpha",1.43659339266884,6.73103558550542,8.25173560663116,8.57135715843952e-12,2.66127072444436e-10,16.469203460563,5.49646313868064,6.93305653134948,1,3,"green",398.045261079756,"",TRUE
"9606.ENSP00000244096","MAGEA10",4109,"MAGE family member A10",2.41084303998098,7.61617719198853,13.4491794135194,1.08540245101253e-20,3.17489737995298e-18,36.746423947961,5.54435895450487,7.95520199448586,1,4,"green",48.5025795842887,"",FALSE
"9606.ENSP00000244709","TREM1",54210,"triggering receptor expressed on myeloid cells 1",1.12400202758464,5.63597141813414,4.84349556934708,7.89575826457201e-06,5.46702564556516e-05,2.97742135906641,4.67003217567858,5.79403420326323,1,3,"green",139.827753686011,"",FALSE
"9606.ENSP00000244728","COL21A1",81578,"collagen type XXI alpha 1 chain",-1.50407687020212,6.70330629941868,-9.95929379336997,7.71336514725081e-15,4.85301649434388e-13,23.4125722396795,7.99587235974863,6.49179548954651,1,2,"red",299.617722801533,"",FALSE
"9606.ENSP00000244745","SOX4",6659,"SRY-box transcription factor 4",-1.07923096441874,6.36100470343027,-10.8734666744688,1.98003459885531e-16,1.88947892423979e-14,27.0402189876194,7.28846881347762,6.20923784905888,1,3,"red",329.361926239043,"",FALSE
"9606.ENSP00000245907","C3",718,"complement C3",-1.24230537013789,6.02772112086528,-4.85952266436099,7.43797237335561e-06,5.18884156405682e-05,3.03532575776096,7.09532729832753,5.85302192818964,1,3,"red",555.601297199718,"",FALSE
"9606.ENSP00000247191","DLGAP5",9787,"DLG associated protein 5",-1.28695342082521,4.6628012676425,-10.1333267720582,3.81742294537778e-15,2.54591571073135e-13,24.1093041922695,5.76877686366416,4.48182344283895,1,2,"red",248.552467149239,"",FALSE
"9606.ENSP00000248121","SYNGR3",9143,"synaptogyrin 3",2.58531796346983,6.06728186378613,12.9872651078998,5.93785973190082e-20,1.37502687930531e-17,35.0674151696328,3.84552423892924,6.43084220239907,1,2,"green",78.058652450094,"",FALSE
"9606.ENSP00000248572","GNGT1",2792,"G protein subunit gamma transducin 1",1.13623967075961,5.01382720494502,3.16692630688403,0.0023214862353036,0.00784477908415423,-2.44447734044922,4.03737123788597,5.17361090864559,1,3,"green",147.772412969627,"",FALSE
"9606.ENSP00000249075","LIF",3976,"LIF interleukin 6 family cytokine",-1.4200043185323,4.70758628568762,-7.76647686373978,6.4141868460669e-11,1.54542972954441e-09,14.4794802885401,5.92790249692632,4.50789817839402,1,3,"red",250.657204817185,"",FALSE
"9606.ENSP00000252456","CNN1",1264,"calponin 1",1.00168401521671,6.03664427318195,4.47106410807283,3.08817104366192e-05,0.000180473451843586,1.65892811585349,5.17582207260509,6.1775060878218,1,3,"green",144.11075505574,"",FALSE
"9606.ENSP00000252486","APOE",348,"apolipoprotein E",-1.03001308937914,7.65739427001496,-6.85329220472862,2.79182702073245e-09,4.53846324616406e-08,10.756292700068,8.54256176870016,7.51254867932102,1,3,"red",2307.54851152028,"",FALSE
"9606.ENSP00000252506","GADD45G",10912,"growth arrest and DNA damage inducible gamma",1.41509082555987,7.74059285449385,7.09748944636086,1.02199598908711e-09,1.87455875974141e-08,11.7467261745574,6.52449917627833,7.93959000183821,1,2,"green",167.749088672603,"",FALSE
"9606.ENSP00000252809","GDF15",9518,"growth differentiation factor 15",2.97829017093898,10.2249964022831,10.4881424775984,9.178088464962e-16,6.80116751005828e-14,25.5211601305636,7.66552828663238,10.6438184575714,1,3,"green",758.682452331238,"",TRUE
"9606.ENSP00000253462","GINS2",51659,"GINS complex subunit 2",-1.13852763138679,5.66658163674682,-9.84923696671234,1.20507775720986e-14,7.02526623984616e-13,22.9706205761669,6.64500381996984,5.50647618858305,1,2,"red",263.846136498166,"",FALSE
"9606.ENSP00000254301","LGALS3",3958,"galectin 3",-1.29897167158053,8.46350152012619,-6.01216612906265,8.49431934399776e-08,9.74042547609867e-07,7.39909742837025,9.5798053003907,8.28083362881018,1,3,"red",802.155983156746,"",FALSE
"9606.ENSP00000254528","EMILIN2",84034,"elastin microfibril interfacer 2",-1.36095368931731,6.90096900376518,-7.93093271290125,3.24253206048106e-11,8.47378323579949e-10,15.1536275548144,8.07053858052224,6.70958489120493,1,4,"red",31.1208926893389,"",FALSE
"9606.ENSP00000255409","CHI3L1",1116,"chitinase 3 like 1",-1.33753244438321,5.37344663373142,-6.81378683323137,3.28328541279156e-09,5.26874087463655e-08,10.5965783526006,6.52288857812324,5.18535613374003,1,3,"red",699.250740597094,"",FALSE
"9606.ENSP00000256010","NTS",4922,"neurotensin",-3.39858283665585,4.24351585883831,-28.8034957524593,2.039331701322e-39,3.40017774561417e-35,78.5155938222753,7.16417298408943,3.76559014743358,1,3,"red",343.025755745131,"",FALSE
"9606.ENSP00000256104","FABP4",2167,"fatty acid binding protein 4",5.4878300897145,7.8491323598346,15.975349553055,1.61512982589039e-24,1.41731892563528e-21,45.4305730929379,3.1330283764862,8.6208584662007,1,3,"green",419.722846917284,"",FALSE
"9606.ENSP00000256412","ADAMDEC1",27299,"ADAM like decysin 1",1.61211091912482,4.3251742906499,13.5723370929716,6.93116337344429e-21,2.26594680245954e-18,37.1893509288762,2.93976646952702,4.55187738865183,1,4,"green",236.360652569891,"",FALSE
"9606.ENSP00000256447","CD180",4064,"CD180 molecule",-1.60104629091895,4.83915997245024,-14.0222101691264,1.36916120586028e-21,5.85333968854064e-19,38.7902390567005,6.21505912870872,4.61401283778977,1,1,"red",313.737351731933,"",FALSE
"9606.ENSP00000256759","FST",10468,"follistatin",-1.00701089390158,6.50812209156342,-6.37129475958992,1.99766072269013e-08,2.66882990620292e-07,8.81999364611184,7.37352207851009,6.36651118460852,1,3,"red",604.801923268721,"",FALSE
"9606.ENSP00000256969","SPX",80763,"spexin hormone",2.00734493104155,5.04514645805099,7.78037295094145,6.05497180398196e-11,1.46736257104348e-09,14.5364258082052,3.32008440793715,5.3274293389787,1,2,"green",42.2610002156288,"",FALSE
"9606.ENSP00000258098","RAB11FIP5",26056,"RAB11 family interacting protein 5",1.17183915195387,7.61006313184975,7.49925605018027,1.9416687506587e-10,4.18261538497836e-09,13.385465086744,6.60301386063939,7.77485301259326,1,2,"green",62.6704938845697,"",FALSE
"9606.ENSP00000258317","NPL",80896,"N-acetylneuraminate pyruvate lyase",-1.23449625558142,6.86084870087313,-11.7684002184814,5.98216779855457e-18,8.59833480218106e-16,30.5050804375216,7.92174392051341,6.68724766493199,1,2,"red",834.957354727809,"",FALSE
"9606.ENSP00000258538","SLC41A2",84102,"solute carrier family 41 member 2",1.53514938694132,6.33923488173916,7.15304720685657,8.12668682078082e-10,1.52414228754644e-08,11.9727382477875,5.01996587733645,6.55511526427778,1,2,"green",62.3332298932832,"",FALSE
"9606.ENSP00000258884","ABHD17C",58489,"abhydrolase domain containing 17C",2.18993745867297,7.62180370293845,13.8380724842811,2.65089550387584e-21,1.00450865309368e-18,38.138218747219,5.73982619939136,7.92976365806434,1,4,"green",35.687971931761,"",FALSE
"9606.ENSP00000259803","GCM1",8521,"glial cells missing transcription factor 1",1.23920842796487,9.15475118872562,4.25208501859128,6.72615741840269e-05,0.000357150390563783,0.910071026442429,8.08980644594331,9.32901487390818,1,2,"green",684.34967261356,"",FALSE
"9606.ENSP00000260118","GGH",8836,"gamma-glutamyl hydrolase",-1.31227157499004,7.11813298405294,-7.23857861577023,5.7086252828192e-10,1.10289582086262e-08,12.3211053285243,8.24586636881,6.93359479381997,1,2,"red",335.445970456372,"",FALSE
"9606.ENSP00000260270","FDX1",2230,"ferredoxin 1",1.2281271410609,7.27998143333677,7.01409312799297,1.441131469166e-09,2.55345217698243e-08,11.4079077042534,6.22455967148756,7.45268681254846,1,2,"green",53.2654601003968,"",FALSE
"9606.ENSP00000260731","KIF11",3832,"kinesin family member 11",-1.186919009466,4.91452038204915,-11.6758480821062,8.55422563076666e-18,1.17871573505597e-15,30.1510866120851,5.93452890580899,4.74760989634299,1,2,"red",857.815250353248,"",FALSE
"9606.ENSP00000261172","EPYC",1833,"epiphycan",-1.33035835565417,4.92964456117322,-3.42184723895608,0.00106524696465488,0.00401375426930866,-1.71632217582306,6.07292127306352,4.74256291740935,1,4,"red",240.352736979878,"",TRUE
"9606.ENSP00000261448","CASQ2",845,"calsequestrin 2",1.04822066010686,4.72104022133213,7.56161494012726,1.49962461246995e-10,3.30730703223698e-09,13.6405532123108,3.8202255915528,4.86844625165966,1,2,"green",98.4675051112595,"",FALSE
"9606.ENSP00000261507","MSMO1",6307,"methylsterol monooxygenase 1",-1.66535002365788,6.87684456201071,-10.0237671940868,5.94209880749136e-15,3.82519742923952e-13,23.6709980369109,8.30800473859169,6.64265471493382,1,2,"red",182.800736035929,"",FALSE
"9606.ENSP00000261523","RORA",6095,"RAR related orphan receptor A",1.19492227539387,5.98440393359837,13.4899311104208,9.35503110866658e-21,2.88734869054088e-18,36.893205795828,4.95751760318177,6.15243987857564,1,3,"green",428.26851058392,"",FALSE
"9606.ENSP00000261622","SLC7A5",8140,"solute carrier family 7 member 5",1.29903072625756,8.9247657110941,6.7011436404304,5.20922383408649e-09,7.90294713245897e-08,10.1420746517774,7.80841118071651,9.10744190697407,1,2,"green",156.109431326185,"",FALSE
"9606.ENSP00000261693","SCARB1",949,"scavenger receptor class B member 1",1.79877737711921,9.60254828447624,8.06494247719502,1.85977084912261e-11,5.21686421948106e-10,15.7031846969553,8.05672397601442,9.85550135313363,1,2,"green",367.73205233866,"",FALSE
"9606.ENSP00000261733","ALDH2",217,"aldehyde dehydrogenase 2 family member",-1.05722827973568,6.14898946424948,-10.2745907780828,2.16119855706583e-15,1.50768466702755e-13,24.6728409179724,7.05754501714733,6.00031673741165,1,2,"red",241.077657437417,"",FALSE
"9606.ENSP00000261881","TIPIN",54962,"TIMELESS interacting protein",-1.02218684989534,4.86190987276002,-10.1101108344428,4.19229889698853e-15,2.7737380757734e-13,24.0165154515369,5.74035169688883,4.71816484699349,1,2,"red",35.193057683101,"",FALSE
"9606.ENSP00000261918","SEMA7A",8482,"semaphorin 7A (John Milton Hagen blood group)",1.13359814849248,7.50246651034448,6.20919114319092,3.84838617033717e-08,4.80270528578081e-07,8.17593964946219,6.52828060148376,7.66187874997623,1,3,"green",321.541802638964,"",FALSE
"9606.ENSP00000261937","FLT4",2324,"fms related tyrosine kinase 4",1.20290097070379,6.20831507247298,5.69585434002111,2.98617710787533e-07,3.00473934336786e-06,6.16780588502868,5.17457205077441,6.3774730214782,1,3,"green",341.930784635704,"",TRUE
"9606.ENSP00000262207","CRISPLD1",83690,"cysteine rich secretory protein LCCL domain containing 1",-3.09320347306848,4.93863403167525,-25.4278074239652,4.27380732654026e-36,3.56285947777029e-32,71.283342726983,7.59685576634347,4.50365229327499,1,2,"red",8.20903206656048,"",FALSE
"9606.ENSP00000262460","GINS1",9837,"GINS complex subunit 1",-1.39666422390367,4.99122296425699,-14.6083225378382,1.72056202565931e-22,9.29023424241126e-20,40.8357038695267,6.1914812816742,4.79481705777054,1,2,"red",252.822987868122,"",FALSE
"9606.ENSP00000262593","DOK5",55816,"docking protein 5",-1.06842843670538,4.3954901942292,-12.8050553749792,1.16948474116538e-19,2.47364395168213e-17,34.3974352829356,5.31367088202289,4.24524244531751,1,2,"red",146.158842559366,"",FALSE
"9606.ENSP00000262768","TIMP2",7077,"TIMP metallopeptidase inhibitor 2",1.03803022798404,10.7230584901805,6.09341248244562,6.13276511865126e-08,7.28287698171457e-07,7.71859713635367,9.83100126300673,10.8690314909908,1,3,"green",227.788328966994,"",TRUE
"9606.ENSP00000263038","PHYH",5264,"phytanoyl-CoA 2-hydroxylase",-1.0732507457469,6.89414693863819,-11.4749438079764,1.86570996432168e-17,2.33887084474702e-15,29.3791432269723,7.81647179826443,6.74322105251753,1,2,"red",120.463400879153,"",FALSE
"9606.ENSP00000263666","PDZRN3",23024,"PDZ domain containing ring finger 3",-1.15403108300285,5.68072929268519,-12.343359362591,6.6370675983404e-19,1.18989062437774e-16,32.6806306010488,6.67247475464076,5.51844367163792,1,2,"red",405.163753116826,"",FALSE
"9606.ENSP00000263863","GNLY",10578,"granulysin",-1.39341550715346,5.95307134070619,-3.33907472943737,0.00137718157067059,0.00499711606698384,-1.95717520874226,7.15053779216618,5.75712228501273,1,3,"red",51.5879033796323,"",FALSE
"9606.ENSP00000264001","CKLF",51192,"chemokine like factor",-1.02817323748858,7.0662231952031,-6.15305374400658,4.82519878890771e-08,5.85947118772456e-07,7.95389798764619,7.94980957116984,6.92163633368127,1,2,"red",20.413413461421,"",FALSE
"9606.ENSP00000264059","EFHD1",80303,"EF-hand domain family member D1",1.96142691436037,10.4074119265004,9.95392954132339,7.88275444085033e-15,4.90407331314543e-13,23.3910548429154,8.721810671972,10.6832375863324,1,2,"green",150.087807853665,"",FALSE
