"gene","logFC_softimpute","logFC_intersect","diff","abs_diff"
"10056",-0.0583645597212931,-0.0751116569557097,0.0167470972344166,0.0167470972344166
"10057",0.553821362536023,0.548537411103,0.00528395143302296,0.00528395143302296
"10058",-0.309797610189188,-0.309319216462479,-0.000478393726708992,0.000478393726708992
"10059",-0.0942370046233444,-0.0779512044850088,-0.0162858001383356,0.0162858001383356
"10061",-0.267699709550823,-0.236381017757745,-0.031318691793078,0.031318691793078
"10062",-0.114541074901134,-0.057366198013794,-0.05717487688734,0.05717487688734
"10066",-0.08250519004191,-0.0678468762166908,-0.0146583138252192,0.0146583138252192
"10067",-0.0258220800225962,-0.023119279153852,-0.0027028008687442,0.0027028008687442
"10068",0.981391419376258,0.884402906046191,0.096988513330067,0.096988513330067
"10069",0.0857748702197935,0.0907095738541092,-0.0049347036343157,0.0049347036343157
"10073",-0.154042623705755,-0.130042663217591,-0.023999960488164,0.023999960488164
"10076",-0.465070248229876,-0.483163291573548,0.018093043343672,0.018093043343672
"10078",-0.0884847113927513,-0.0742841560967329,-0.0142005552960184,0.0142005552960184
"10081",0.0413909244820979,0.036777590461243,0.0046133340208549,0.0046133340208549
"10084",-0.0461137027043325,-0.025799371725789,-0.0203143309785435,0.0203143309785435
"10087",-0.106105907378937,-0.0667554496149824,-0.0393504577639546,0.0393504577639546
"1009",0.737059169508325,0.686716087612298,0.050343081896027,0.050343081896027
"10092",0.320362625369519,0.31381359367934,0.00654903169017901,0.00654903169017901
"10093",0.15510535321673,0.141468721723786,0.013636631492944,0.013636631492944
"10095",-0.418685398726703,-0.344941773327411,-0.073743625399292,0.073743625399292
"10096",0.112068940694199,0.10190967712508,0.010159263569119,0.010159263569119
"10097",-0.0117342783479396,-0.00114889073256732,-0.0105853876153723,0.0105853876153723
"10098",0.384181468083699,0.367652635022978,0.016528833060721,0.016528833060721
"10099",0.221141625938972,0.187479859124944,0.033661766814028,0.033661766814028
"10101",-0.0392319812319496,-0.0537839052921771,0.0145519240602275,0.0145519240602275
"10102",-0.293419295966853,-0.24849718269091,-0.044922113275943,0.044922113275943
"10103",-0.0077082380363562,-0.00313668451253713,-0.00457155352381907,0.00457155352381907
"10105",0.0127631240476959,0.0237855720233331,-0.0110224479756372,0.0110224479756372
"10106",0.239103624132399,0.212458705466168,0.026644918666231,0.026644918666231
"10109",0.11492542722374,0.101194978402497,0.013730448821243,0.013730448821243
"10112",-0.288300633818242,-0.300133410433568,0.011832776615326,0.011832776615326
"10113",-0.127309558693068,-0.139343559730402,0.012034001037334,0.012034001037334
"10116",0.106910221575705,0.1434736228347,-0.036563401258995,0.036563401258995
"10121",0.0977151611081972,0.117442539889536,-0.0197273787813388,0.0197273787813388
"10123",0.214652022645694,0.221404834164165,-0.00675281151847101,0.00675281151847101
"10126",0.252251862095759,0.221591453840098,0.030660408255661,0.030660408255661
"10127",0.145123515045877,0.140662990821943,0.004460524223934,0.004460524223934
"10128",0.0123544236902752,-0.000772652837759555,0.0131270765280348,0.0131270765280348
"10130",-0.709779736294049,-0.64620958090683,-0.063570155387219,0.063570155387219
"10131",-0.296470188195146,-0.328168970408431,0.031698782213285,0.031698782213285
"10133",0.4642917232761,0.449225792930853,0.015065930345247,0.015065930345247
"10134",-0.331198428872604,-0.324545941970904,-0.00665248690170001,0.00665248690170001
"10135",0.15396277900632,0.172816394386642,-0.018853615380322,0.018853615380322
"10137",0.111192952198684,0.118196232100607,-0.007003279901923,0.007003279901923
"10138",0.300976903991705,0.305975287368095,-0.00499838337638997,0.00499838337638997
"10140",0.691571110207611,0.667787982836435,0.0237831273711759,0.0237831273711759
"10144",0.0127121402497912,0.0264765308892779,-0.0137643906394867,0.0137643906394867
"10146",0.146617192133971,0.116940227821185,0.029676964312786,0.029676964312786
"10147",0.0745226363659101,0.0734040467219927,0.00111858964391739,0.00111858964391739
"10148",0.01000228149539,0.00842162309042213,0.00158065840496787,0.00158065840496787
"10150",0.273959151060776,0.271834312242744,0.00212483881803199,0.00212483881803199
"10153",-0.172041879263847,-0.160197171861798,-0.011844707402049,0.011844707402049
"10155",-0.17352941689316,-0.182263709871525,0.00873429297836498,0.00873429297836498
"10157",-0.234009717515712,-0.222763193988603,-0.011246523527109,0.011246523527109
"10159",0.171090184461204,0.160862943525328,0.010227240935876,0.010227240935876
"10160",0.675602314197054,0.626467066559091,0.049135247637963,0.049135247637963
"10162",0.318629755688296,0.329944992396763,-0.011315236708467,0.011315236708467
"10165",-0.194580787593409,-0.17771232886279,-0.016868458730619,0.016868458730619
"10166",-0.978456047121769,-1.01566796876361,0.0372119216418411,0.0372119216418411
"1017",-0.0457636593427019,-0.0415685923716984,-0.0041950669710035,0.0041950669710035
"10171",-0.122790413722347,-0.0974457499051972,-0.0253446638171498,0.0253446638171498
"10172",0.15042671826935,0.147231140913405,0.003195577355945,0.003195577355945
"10174",0.427535943650531,0.391808947814094,0.035726995836437,0.035726995836437
"10175",-0.0301532282819355,-0.0165902806781282,-0.0135629476038073,0.0135629476038073
"10179",0.130531610395152,0.129365524252136,0.001166086143016,0.001166086143016
"10180",-0.0576397177935256,-0.0595696532729035,0.0019299354793779,0.0019299354793779
"10181",0.0565716814381866,0.0593006889475294,-0.0027290075093428,0.0027290075093428
"10184",0.295030902069154,0.273029574560096,0.022001327509058,0.022001327509058
"10186",0.907197026376758,0.902388220248944,0.00480880612781398,0.00480880612781398
"10188",0.0473638955738894,0.0125935959202427,0.0347702996536467,0.0347702996536467
"10189",-0.343188534023661,-0.327966599036805,-0.015221934986856,0.015221934986856
"1019",-0.038733336009799,-0.0369792983800426,-0.0017540376297564,0.0017540376297564
"10190",0.109980908322605,0.121900280246475,-0.01191937192387,0.01191937192387
"10194",1.05116671688447,1.02286621911025,0.0283004977742201,0.0283004977742201
"10195",-0.147054054027596,-0.134662464158592,-0.012391589869004,0.012391589869004
"10196",-0.0257511197000052,-0.0235308560340088,-0.0022202636659964,0.0022202636659964
"10197",0.0647553895620172,0.0608810611233865,0.00387432843863069,0.00387432843863069
"10198",-0.344672891331869,-0.315689915924707,-0.028982975407162,0.028982975407162
"10199",-0.131851977510987,-0.137837924229958,0.00598594671897099,0.00598594671897099
"102",-0.306135927520259,-0.284481304871363,-0.0216546226488959,0.0216546226488959
"1020",0.356798324178073,0.349501214300305,0.00729710987776799,0.00729710987776799
"10200",0.176461290282953,0.182407760671865,-0.00594647038891202,0.00594647038891202
"10201",-0.104099272766413,-0.0847480586639746,-0.0193512141024384,0.0193512141024384
"10202",1.71968602113804,1.61165381891044,0.1080322022276,0.1080322022276
"10204",-0.396741097695578,-0.385471653671436,-0.011269444024142,0.011269444024142
"10206",0.00704711728771537,0.0220803549864798,-0.0150332376987644,0.0150332376987644
"10208",-0.0112930735334523,0.0113977349563603,-0.0226908084898126,0.0226908084898126
"10209",0.146808058193416,0.149220854158351,-0.00241279596493502,0.00241279596493502
"1021",0.352024312999382,0.333775327172679,0.018248985826703,0.018248985826703
"10210",-0.0412100037660429,-0.0263146386648425,-0.0148953651012004,0.0148953651012004
"10211",0.265449084430717,0.254206371015587,0.01124271341513,0.01124271341513
"10212",-0.178340025984716,-0.18397051706461,0.00563049107989402,0.00563049107989402
"10213",-0.0323950988797571,-0.0280477271888335,-0.0043473716909236,0.0043473716909236
"102157402",0.0185233435792869,0.0426535614228059,-0.024130217843519,0.024130217843519
"10217",0.363990142931722,0.35123897682696,0.012751166104762,0.012751166104762
"1022",-0.451512805745072,-0.450971215744132,-0.000541590000940007,0.000541590000940007
"10221",0.0476878776280041,0.0580823397290249,-0.0103944621010208,0.0103944621010208
"10226",-0.01913190910583,-0.00570861295631949,-0.0134232961495105,0.0134232961495105
"10227",-0.240289495677419,-0.231570722261634,-0.008718773415785,0.008718773415785
"10228",0.0632425115093583,0.0619593207749089,0.00128319073444941,0.00128319073444941
"10229",0.109064156914557,0.11233556781753,-0.003271410902973,0.003271410902973
"10235",0.00177006975483085,-0.00130001185459778,0.00307008160942863,0.00307008160942863
"10236",-0.0516526978469772,-0.0460457490814114,-0.0056069487655658,0.0056069487655658
"10237",-0.252184303164802,-0.214899732780364,-0.037284570384438,0.037284570384438
"10238",0.164495700701768,0.149229660142562,0.015266040559206,0.015266040559206
"1024",-0.0429959788974565,-0.00181914553255569,-0.0411768333649008,0.0411768333649008
"10240",-0.250450428620414,-0.273355070672243,0.022904642051829,0.022904642051829
"10241",0.223458423021604,0.215651286359021,0.00780713666258301,0.00780713666258301
"10244",-0.0247618057048786,-0.0208849537532413,-0.0038768519516373,0.0038768519516373
"10245",-0.184911925794504,-0.185080699798753,0.000168774004249,0.000168774004249
"10247",-0.259454443489837,-0.248384978433644,-0.011069465056193,0.011069465056193
"10248",-0.481359323400042,-0.437711487937035,-0.043647835463007,0.043647835463007
"1025",-0.0730207603049905,-0.0636451524947507,-0.0093756078102398,0.0093756078102398
"10250",-0.0981086042511713,-0.101488939220913,0.0033803349697417,0.0033803349697417
"10252",1.03968778852998,1.0300779881398,0.00960980039018011,0.00960980039018011
"10253",0.0461583344976989,0.0429820246113441,0.0031763098863548,0.0031763098863548
"10256",-0.292811753392912,-0.296601264059848,0.003789510666936,0.003789510666936
"1026",-0.59928051112497,-0.576420002287014,-0.0228605088379561,0.0228605088379561
"10260",-0.0865147012295194,-0.0430567410961459,-0.0434579601333735,0.0434579601333735
"10262",-0.0337662680549319,-0.0380029370519238,0.0042366689969919,0.0042366689969919
"10263",-0.471913565789662,-0.459550814370032,-0.01236275141963,0.01236275141963
"10269",0.0084784612997597,0.00997183257976818,-0.00149337128000848,0.00149337128000848
"1027",0.261357317340645,0.261466241244812,-0.000108923904167002,0.000108923904167002
"10270",-0.0346074616010171,-0.0228599822597292,-0.0117474793412879,0.0117474793412879
"10272",-1.14317200403764,-1.10726205962223,-0.0359099444154101,0.0359099444154101
"10273",-0.209443189098056,-0.201748405991081,-0.00769478310697502,0.00769478310697502
"10274",-0.0189814584961909,-0.00102474208963837,-0.0179567164065525,0.0179567164065525
"10276",0.107821190330482,0.103909043240894,0.00391214708958799,0.00391214708958799
"10277",0.113548230284694,0.103524002661616,0.010024227623078,0.010024227623078
"10278",-0.133075320822818,-0.134890444390287,0.00181512356746899,0.00181512356746899
"10279",-0.390510150993072,-0.389986761819615,-0.000523389173457012,0.000523389173457012
"1028",0.0844255533374777,0.068901186066409,0.0155243672710687,0.0155243672710687
"10280",-0.251256229838673,-0.21301708639531,-0.038239143443363,0.038239143443363
"10282",0.0659585475496186,0.0867133204379008,-0.0207547728882822,0.0207547728882822
"10283",0.0941349201214963,0.0852433209397732,0.00889159918172309,0.00889159918172309
"10284",0.224220775224392,0.209361999343246,0.014858775881146,0.014858775881146
"10285",0.150959234602921,0.176733020759024,-0.025773786156103,0.025773786156103
"10286",0.10682724276087,0.114893291902137,-0.008066049141267,0.008066049141267
"10287",0.561528432254429,0.553325477623853,0.00820295463057608,0.00820295463057608
"10289",0.14664734102485,0.146497286903777,0.000150054121072996,0.000150054121072996
"1029",0.16286420899899,0.128758578418802,0.034105630580188,0.034105630580188
"10294",0.0637029032515786,0.073645426977345,-0.0099425237257664,0.0099425237257664
"10295",-0.150890603141967,-0.145896297248431,-0.004994305893536,0.004994305893536
"10296",-0.259002119870977,-0.21000729590958,-0.048994823961397,0.048994823961397
"10298",-0.07286340762621,-0.085558142531256,0.012694734905046,0.012694734905046
"10299",0.116620244973701,0.100399498004823,0.016220746968878,0.016220746968878
"103",-0.00040064475122919,-0.0143562722251496,0.0139556274739204,0.0139556274739204
"10300",0.105167829622601,0.110698344835737,-0.00553051521313599,0.00553051521313599
"10302",-0.11049043001051,-0.0978585429140513,-0.0126318870964587,0.0126318870964587
"10307",-0.294495402799641,-0.277560773083521,-0.01693462971612,0.01693462971612
"10311",0.178137675523246,0.179660732281593,-0.00152305675834699,0.00152305675834699
"10312",-0.215926589703034,-0.215642717401615,-0.000283872301418991,0.000283872301418991
"10313",0.206247664980452,0.193667916595615,0.012579748384837,0.012579748384837
"10314",0.33016246104208,0.32241739016614,0.00774507087594001,0.00774507087594001
"10318",-0.02268729662822,-0.0212959908222456,-0.0013913058059744,0.0013913058059744
"10319",1.02361825845478,0.94832642643323,0.07529183202155,0.07529183202155
"1032",0.455817416696221,0.418806096668788,0.037011320027433,0.037011320027433
"10322",0.00468334968098417,-0.0221018126677707,0.0267851623487549,0.0267851623487549
"10327",0.131498006177624,0.132896370242219,-0.00139836406459501,0.00139836406459501
"10328",-0.27516683075553,-0.235058035553944,-0.040108795201586,0.040108795201586
"10329",-0.253661446706445,-0.211180540601495,-0.04248090610495,0.04248090610495
"1033",-0.136031575388387,-0.128272461011698,-0.007759114376689,0.007759114376689
"10330",-0.510704029366657,-0.484302573342776,-0.0264014560238811,0.0264014560238811
"10331",-0.0134504803849948,-0.0215418489773435,0.0080913685923487,0.0080913685923487
"10332",-0.0831556351977452,-0.0626205076074457,-0.0205351275902995,0.0205351275902995
"10342",-0.0202989581093905,0.00568818532335824,-0.0259871434327487,0.0259871434327487
"10346",0.0349722337577365,0.0447657713492452,-0.0097935375915087,0.0097935375915087
"10347",-0.838163063637233,-0.759554251329132,-0.078608812308101,0.078608812308101
"10352",-0.0157267803062309,-0.0147103038293308,-0.0010164764769001,0.0010164764769001
"1036",-0.203166729405416,-0.202697303373107,-0.000469426032308984,0.000469426032308984
"10362",-0.278099001542506,-0.284792641391906,0.00669363984940002,0.00669363984940002
"10363",0.103386886694568,0.11792102876203,-0.014534142067462,0.014534142067462
"10365",0.901728896687411,0.866328165306949,0.035400731380462,0.035400731380462
"10367",0.0719467333277773,0.0637025436499497,0.0082441896778276,0.0082441896778276
"10370",0.286797627061713,0.291562731283411,-0.00476510422169796,0.00476510422169796
"10376",0.0435751899780575,0.0345578839405341,0.0090173060375234,0.0090173060375234
"10379",0.230730289210943,0.234518498869032,-0.00378820965808901,0.00378820965808901
"10381",-1.14554375546086,-1.0564302831909,-0.08911347226996,0.08911347226996
"10382",0.646223765753682,0.602962844546295,0.043260921207387,0.043260921207387
"10383",-0.110442859009412,-0.148194652577524,0.037751793568112,0.037751793568112
"10384",0.670785129080765,0.661616605729351,0.00916852335141405,0.00916852335141405
"10390",0.113949195542588,0.126760909654491,-0.012811714111903,0.012811714111903
"10392",0.0907799653167465,0.0783146848593635,0.012465280457383,0.012465280457383
"10393",0.0680099738031901,0.0796540209078285,-0.0116440471046384,0.0116440471046384
"10395",0.728999706634667,0.674112007156336,0.0548876994783309,0.0548876994783309
"10397",-0.0484028982895766,-0.105636349108938,0.0572334508193614,0.0572334508193614
"10399",-0.0314210151416892,-0.0388037181793334,0.0073827030376442,0.0073827030376442
"104",0.369055715784476,0.332580417462922,0.036475298321554,0.036475298321554
"1040",-0.114836621380842,-0.122302618458452,0.00746599707761,0.00746599707761
"10400",-0.200039112711181,-0.210546719337618,0.010507606626437,0.010507606626437
"10401",0.0432361641476599,0.0366276457531171,0.0066085183945428,0.0066085183945428
"10402",0.125559886693048,0.106439967258349,0.019119919434699,0.019119919434699
"10403",-0.0606852652040703,-0.0525802780645189,-0.0081049871395514,0.0081049871395514
"10404",1.06564041778207,1.03298369010421,0.03265672767786,0.03265672767786
"10409",-0.281616278305376,-0.263840924409367,-0.017775353896009,0.017775353896009
"10411",-0.0974527444902854,-0.114468811578079,0.0170160670877936,0.0170160670877936
"10413",0.229984738386196,0.227845027789635,0.00213971059656101,0.00213971059656101
"10418",0.612078900868108,0.552695172420067,0.059383728448041,0.059383728448041
"10419",-0.0249992024519092,-0.00939886730706041,-0.0156003351448488,0.0156003351448488
"10420",0.0315447121290573,0.0775095402818211,-0.0459648281527638,0.0459648281527638
"10421",-0.0166316068315979,-0.0231827223862396,0.0065511155546417,0.0065511155546417
"10422",0.188970891378797,0.179374231141613,0.009596660237184,0.009596660237184
"10423",-0.154774937687772,-0.13369453815862,-0.021080399529152,0.021080399529152
"10424",-0.103158479358323,-0.0919610978059577,-0.0111973815523653,0.0111973815523653
"10425",0.0907751041531453,0.0825567083878968,0.00821839576524849,0.00821839576524849
"10427",0.0791673081839146,0.08956061152412,-0.0103933033402054,0.0103933033402054
"10428",0.0685597409705762,0.0821701934236495,-0.0136104524530733,0.0136104524530733
"1043",0.0362401952569638,0.00771228120647358,0.0285279140504902,0.0285279140504902
"10430",-0.129208063411059,-0.110464347326055,-0.018743716085004,0.018743716085004
"10432",-0.16407841251548,-0.156924472803409,-0.00715393971207101,0.00715393971207101
"10434",-0.214306385875699,-0.182064320288259,-0.03224206558744,0.03224206558744
"10435",0.660932317982893,0.634217973219339,0.0267143447635539,0.0267143447635539
"10436",-0.139160975385939,-0.123625342893018,-0.015535632492921,0.015535632492921
"10437",0.294116955529739,0.303048686021103,-0.00893173049136403,0.00893173049136403
"10438",0.514126496438183,0.564428381377441,-0.050301884939258,0.050301884939258
"10440",-0.143162225016566,-0.114106461047103,-0.029055763969463,0.029055763969463
"10443",-0.355869122570332,-0.323957544177333,-0.031911578392999,0.031911578392999
"10444",0.147245536610811,0.140689090627536,0.00655644598327498,0.00655644598327498
"10445",-0.0110188186089584,0.0118445930290513,-0.0228634116380097,0.0228634116380097
"10446",0.756101948141545,0.652795463843153,0.103306484298392,0.103306484298392
"10449",0.0470738565967995,0.0353389943538309,0.0117348622429686,0.0117348622429686
"10450",-0.107865987734208,-0.0955705312996939,-0.0122954564345141,0.0122954564345141
"10451",0.485932513636445,0.490057006694541,-0.00412449305809598,0.00412449305809598
"10454",0.035535432925462,0.0349491215325916,0.000586311392870395,0.000586311392870395
"10455",-0.0275389038250684,-0.0277463995952837,0.0002074957702153,0.0002074957702153
"10456",-0.136033936650807,-0.14891377461457,0.012879837963763,0.012879837963763
"10457",0.230936134860178,0.285305638453374,-0.054369503593196,0.054369503593196
"10458",0.139185811308005,0.110045361137093,0.029140450170912,0.029140450170912
"10459",-0.0228457520101439,-0.0212794817791627,-0.0015662702309812,0.0015662702309812
"10460",-0.01325365615401,-0.0249155226918862,0.0116618665378762,0.0116618665378762
"10461",0.526343736053995,0.55313189273901,-0.026788156685015,0.026788156685015
"10463",-0.0255727872825125,-0.0237509973553681,-0.0018217899271444,0.0018217899271444
"10464",0.0267680211100406,0.0438964991558365,-0.0171284780457959,0.0171284780457959
"10465",-0.126267785682507,-0.140740204485964,0.014472418803457,0.014472418803457
"10466",-0.0355044687182022,-0.0259059919695639,-0.0095984767486383,0.0095984767486383
"10467",0.0427702594975762,0.0365505445522982,0.006219714945278,0.006219714945278
"10468",1.10811466592848,1.0939954495072,0.01411921642128,0.01411921642128
"10469",-0.166614733700987,-0.125394179074958,-0.041220554626029,0.041220554626029
"10471",-0.222098008371609,-0.215055660986712,-0.00704234738489701,0.00704234738489701
"10473",0.016941881184609,0.0165298457632771,0.000412035421331901,0.000412035421331901
"10474",0.115848380158803,0.0951007796100265,0.0207476005487765,0.0207476005487765
"10475",-0.286729848370977,-0.253960682716981,-0.032769165653996,0.032769165653996
"10478",0.0823067267445993,0.0907947600120826,-0.00848803326748331,0.00848803326748331
"10479",0.329259327084093,0.31279488836812,0.016464438715973,0.016464438715973
"10480",-0.0895315676011769,-0.102737267604063,0.0132057000028861,0.0132057000028861
"10482",-0.0807325867618201,-0.0668439256746115,-0.0138886610872086,0.0138886610872086
"10483",-0.330586409803993,-0.320607288430307,-0.00997912137368601,0.00997912137368601
"10484",-0.442100661472232,-0.40716772213631,-0.034932939335922,0.034932939335922
"10486",-0.0657529138653362,-0.0895252618781906,0.0237723480128544,0.0237723480128544
"10487",0.118859361187041,0.115981392638404,0.00287796854863701,0.00287796854863701
"10488",-0.175660517217825,-0.151760569516062,-0.023899947701763,0.023899947701763
"10489",0.0367938860767847,0.0491097894035485,-0.0123159033267638,0.0123159033267638
"10490",-0.121223013113097,-0.100844631333666,-0.020378381779431,0.020378381779431
"10491",0.168058238109263,0.149455185135299,0.018603052973964,0.018603052973964
"10492",-0.0624244215897584,-0.0493431920761154,-0.013081229513643,0.013081229513643
"10493",-0.0653112157462436,-0.0766114526876215,0.0113002369413779,0.0113002369413779
"10494",-0.0662603278709134,-0.0707225044411079,0.0044621765701945,0.0044621765701945
"10495",0.467347755690689,0.438935532987767,0.028412222702922,0.028412222702922
"10497",-0.32524055045286,-0.344831878531423,0.019591328078563,0.019591328078563
"1050",-0.210348666369604,-0.197433227581659,-0.012915438787945,0.012915438787945
"10509",-0.356060028393095,-0.339084986380161,-0.016975042012934,0.016975042012934
"1051",0.0126674364413834,0.0280873686584634,-0.01541993221708,0.01541993221708
"10513",0.226443160399655,0.207069787440507,0.019373372959148,0.019373372959148
"10516",1.01874846826098,0.932028046401461,0.086720421859519,0.086720421859519
"10518",-0.407188342996694,-0.392630246613253,-0.014558096383441,0.014558096383441
"10519",0.0720506522948366,0.0687455666573793,0.00330508563745731,0.00330508563745731
"1052",0.465706091356434,0.462697958033682,0.00300813332275196,0.00300813332275196
"10520",-0.15709900584148,-0.147975541895456,-0.00912346394602401,0.00912346394602401
"10521",-0.26641720274737,-0.258679128404825,-0.00773807434254503,0.00773807434254503
"10522",0.153501422425928,0.118237274039555,0.035264148386373,0.035264148386373
"10523",-0.114475466512002,-0.118226282433389,0.003750815921387,0.003750815921387
"10524",-0.401636056844521,-0.359236149974484,-0.042399906870037,0.042399906870037
"10525",-0.480786022634773,-0.471771857925226,-0.00901416470954697,0.00901416470954697
"10526",0.0933315046774031,0.124661129991471,-0.0313296253140679,0.0313296253140679
"10527",-0.398405064400379,-0.350026215182092,-0.048378849218287,0.048378849218287
"10528",-0.471608067883429,-0.419191534903679,-0.05241653297975,0.05241653297975
"10529",-0.171135088689318,-0.149976458951341,-0.021158629737977,0.021158629737977
"10533",-0.0389593424371351,-0.0286923948605044,-0.0102669475766307,0.0102669475766307
"10534",-0.236528562967118,-0.201799200091043,-0.034729362876075,0.034729362876075
"10535",-0.290740481036399,-0.295268415479699,0.00452793444330002,0.00452793444330002
"10536",0.0857446207731147,0.0369715341112099,0.0487730866619048,0.0487730866619048
"10539",0.024763001822992,0.0238978434401437,0.000865158382848299,0.000865158382848299
"1054",0.169089403936057,0.167881068778459,0.00120833515759802,0.00120833515759802
"10540",0.0378178201147484,0.0164739014143445,0.0213439187004039,0.0213439187004039
"10541",-0.101738909769521,-0.104665935089018,0.002927025319497,0.002927025319497
"10542",0.0773825922268783,0.0745474245332268,0.0028351676936515,0.0028351676936515
"10544",-1.20884118736213,-1.17535157897082,-0.0334896083913101,0.0334896083913101
"10548",-0.13194385157622,-0.132550447308738,0.000606595732518006,0.000606595732518006
"10549",-0.0655443649445437,-0.0708985971350463,0.0053542321905026,0.0053542321905026
"10550",0.180615887797281,0.179949444115311,0.000666443681969997,0.000666443681969997
"10551",-0.636311308280605,-0.721573483229882,0.085262174949277,0.085262174949277
"10552",-0.138159641565293,-0.137446357295371,-0.00071328426992201,0.00071328426992201
"10553",0.100188324530819,0.0953405664695952,0.0048477580612238,0.0048477580612238
"10554",0.027993624136559,-0.0058362641493178,0.0338298882858768,0.0338298882858768
"10555",0.520255034210084,0.466566036275634,0.05368899793445,0.05368899793445
"10556",0.15519119383891,0.125228890058752,0.029962303780158,0.029962303780158
"10557",-0.0334275438609507,-0.0438695107098469,0.0104419668488962,0.0104419668488962
"10558",0.119497956414208,0.116837466244355,0.00266049016985301,0.00266049016985301
"10559",-0.0310416245591844,-0.0189608606388712,-0.0120807639203132,0.0120807639203132
"1056",-0.593002899470516,-0.500257366602372,-0.092745532868144,0.092745532868144
"10560",-0.193475049561566,-0.189925951422955,-0.00354909813861098,0.00354909813861098
"10564",-0.627400066870834,-0.586434797699124,-0.0409652691717101,0.0409652691717101
"10565",-0.112116804701991,-0.104494094153342,-0.00762271054864899,0.00762271054864899
"10567",-0.458860238235075,-0.423956100146282,-0.034904138088793,0.034904138088793
"10569",0.0344655821573837,0.0492975569565801,-0.0148319747991964,0.0148319747991964
"10572",-0.231711190257581,-0.205470157110097,-0.026241033147484,0.026241033147484
"10573",-0.153128330022197,-0.150649728576,-0.00247860144619699,0.00247860144619699
"10574",-0.0270905536965843,-0.011270267804993,-0.0158202858915913,0.0158202858915913
"10575",-0.152816884143621,-0.13398164068724,-0.018835243456381,0.018835243456381
"10576",-0.0833083369905093,-0.0508019667361246,-0.0325063702543847,0.0325063702543847
"10577",0.355402010519728,0.350802396862771,0.00459961365695699,0.00459961365695699
"10579",0.159017302275863,0.170251384821169,-0.011234082545306,0.011234082545306
"1058",-0.106051856532386,-0.0962272195753045,-0.0098246369570815,0.0098246369570815
"10580",0.279917443560855,0.231156133755504,0.048761309805351,0.048761309805351
"10581",0.728262476502333,0.705089543107706,0.023172933394627,0.023172933394627
"10585",0.0775431556491911,0.0619146583560417,0.0156284972931494,0.0156284972931494
"10587",-0.034606795665651,-0.0431168539007425,0.0085100582350915,0.0085100582350915
"10589",0.159669964133914,0.15264692942918,0.00702303470473398,0.00702303470473398
"1059",0.337940457300456,0.319433162643554,0.018507294656902,0.018507294656902
"10592",-0.10694055700231,-0.108529287375021,0.001588730372711,0.001588730372711
"10594",-0.106785713304983,-0.122448154338977,0.015662441033994,0.015662441033994
"10598",-0.134919407965268,-0.115551081627734,-0.019368326337534,0.019368326337534
