GSM2668701	GSM2668702	GSM2668703	GSM2668704	GSM2668705	GSM2668706	GSM2668707	GSM2668708	GSM2668709	GSM2668710	GSM2668711	GSM2668712	GSM2668713	GSM2668714	GSM2668715	GSM2668716	GSM2668717	GSM2668718	GSM2668719	GSM2668720	GSM2668721	GSM2668722	GSM2668723	GSM2668724	GSM2668725	GSM2668726	GSM2668727	GSM2668728	GSM2668729	GSM2668730	GSM2668731	GSM2668732	GSM2668733	GSM2668734	GSM2668735	GSM2668736	GSM2668737	GSM2668738	GSM2668739	GSM2668740	GSM2668741	GSM2668742	GSM2668743	GSM2668744	GSM2668745	GSM2668746	GSM2668747	GSM2668748	GSM2668749	GSM3461184	GSM3461185	GSM3461186	GSM3461187	GSM707051	GSM707052	GSM707053	GSM707054	GSM707055	GSM707056	GSM707057	GSM707058	GSM707059	GSM707060	GSM707061	GSM707062	GSM707063	GSM707064	GSM707065	GSM707066	GSM929667	GSM929668	GSM929669	GSM929670	GSM2453819	GSM2453820	GSM2453821	GSM2453822	GSM2453823	GSM2453824	GSM2453825	GSM2453826	GSM2453827	GSM2453828	GSM2453829	GSM2453830	GSM2453831	GSM2453832	GSM2453833	GSM2453834	GSM2453835	GSM2453836	GSM2453837	GSM2453838	GSM2453839	GSM2453840	GSM2453841	GSM2453842	GSM2453843	GSM2453844	GSM2453845	GSM2453846	GSM2453847	GSM2453848	GSM2453849	GSM2453850	GSM2453851	GSM2453852	GSM2453853	GSM2453854	GSM252349	GSM252350	GSM252351	GSM252352	GSM252353	GSM252354	GSM252355	GSM252356
10	7.22769054320167	6.94289226899891	6.72841566091741	7.75766200833603	7.86366204931599	6.75526420875275	7.12017053098364	7.30555875641592	8.08237711006702	7.20215806090949	7.56106921711618	7.79695882307611	7.45390263814679	7.3243002121526	7.37897444922516	6.78493983056905	7.20620597874636	6.83364886761838	8.64792247411727	7.20144663370379	6.7846403552802	6.88204245855287	7.37743361485562	7.2785808240525	7.76427782031014	7.31324523048787	6.54088374840961	6.9767451134801	6.87401394318646	6.76012599981658	7.34884396535737	6.94429524974159	6.55847534080388	7.0268433176708	6.49070951274362	6.65687414208801	7.23055198234064	6.46590167690935	6.98731715764355	6.42162680877405	6.5058635678206	6.89268572529666	6.9093042223219	6.86101123652693	6.59512861967031	6.54141935752215	6.95639792037305	6.5520932375144	6.61058542325056	6.78595830280076	7.00378204548234	6.80211963197798	7.86254790396408	6.84926663911428	7.1378837227813	7.40381063810998	7.71018300646555	7.56239865035637	6.78952274837624	7.75619538695568	7.15603721918134	6.39202336380362	6.17572021053704	7.30587929473258	6.88171307192114	7.05701526416834	6.75982689277674	7.52609747222029	7.09172480053461	7.30537323633991	6.66379070673219	6.36306396480791	6.68600530826639	7.20467213625046	7.07193041690738	6.84839893901641	6.72292667072175	7.4978495943073	7.55602778181177	7.32147583718348	7.05183681106188	7.30080864552861	6.53538189258709	6.86029489622593	7.04343815098412	7.06478186042904	7.22036161323828	7.55602778181177	7.54286347922604	7.0953212105832	6.83721601421708	8.07473652913929	6.72143572133272	6.99520779040014	6.86955213224208	7.46456187826937	6.51797999614124	6.7436649343736	6.77779239541813	6.86720728616608	7.26213974443133	7.07036732795401	7.51082648086361	7.47799414747995	8.02392412427114	6.8768871624695	6.95254429649652	6.75418323433212	6.58875162876134	7.32231959621688	6.84640137572189	6.50490304976045	6.98969646074286	7.31863338679329	6.78219759716295	6.77923194546835	7.0292738908292
100	9.03809903499831	8.58301542772567	10.0827054669456	7.97972167004252	8.86228920239833	9.92983490018942	8.35056425808654	8.5620705303859	8.05263259192334	8.90210103286963	8.63110503717043	9.19361755832447	8.01443998888099	7.97821157535757	7.91088645403151	8.60638435349792	7.72095178437417	7.61090469774786	7.30380391388187	7.90595742917162	9.55477730851337	8.32905852313957	8.47551448864401	8.42994850395333	7.68162357385924	7.80428801303821	7.82260780603567	7.55126190317359	6.87428264251467	8.24167452824332	7.63843411743852	7.04464145490949	7.70283080873299	6.79782404904566	7.78858168976913	8.38674558240852	7.81609970347072	8.73803734891106	8.60311239560628	7.25490462784856	7.11379615891953	7.41339977830507	7.0839131319479	7.81341234864742	7.41214735359584	7.38500405233177	8.02134419503636	8.0985719883972	6.38673010899236	7.5671229906824	7.83570329109447	8.49358141918927	8.61960536562347	8.23920219438282	7.9568355724902	8.02659560676284	7.71465618961135	8.76996273350732	8.56319407550965	7.68481460024185	9.02120888649473	8.41014339421272	7.94820658457084	7.25310466306577	7.79603249161845	8.65392844014807	8.07831326540276	7.79163976130624	7.84440825499229	7.27430355219296	7.35519693267396	8.46135191331027	7.21804160816889	7.8223876500392	8.9412172871612	8.93940580837675	8.53800644770188	8.2007835398462	7.36582824638277	9.05140484673679	8.86983484412932	8.66786928376376	9.79907309036027	8.01328253603272	9.39892353796809	8.46188433783887	7.30732962522598	7.95433645613482	7.30347733873174	7.37528134133773	7.57705774467397	7.924949662349	8.46916626914309	9.29894587365941	8.19875581922405	7.67137176675119	9.47901947641035	6.96465695049042	7.15017718387361	7.9389882237428	7.76590662087565	7.77388263536216	6.93759704910079	7.80674708443845	7.89968854095234	7.84814225214915	8.15983754171967	8.24525819371738	7.23841349411414	7.49603216003395	7.58035486645654	7.51501737663536	8.38666478042483	7.93415702813734	7.85627482388331	8.79002771520651	7.3512261118458
10000	6.04329455579589	7.07493310998632	6.12995200849402	6.98382370279324	6.49773196607711	6.49160369914817	6.86564828251004	6.39197096963439	7.37003673191748	6.86025753818721	6.85018024871473	6.5546530531115	6.82532567094439	7.1373787216521	6.42127603129987	6.04414846616591	6.88943687507285	7.06761643384303	7.24119606048637	6.56905151355206	6.78918838452881	6.30064711904034	6.81891359266386	6.81943828559451	6.64577624394516	6.73694969054628	6.1284108197354	6.46486052040358	6.64195511673752	6.86369321940696	6.49181414329553	5.99006975010152	6.76439244190323	6.33589797447178	6.59420302721848	6.6842343601157	6.8527361046457	6.01310579504177	5.88116497375503	6.3696151051093	6.27037336040195	6.65185080728476	6.32608364733494	6.47212346346006	5.73110227304806	5.89499352155446	6.63367264659774	5.73422684429306	6.42523668010666	6.30560586980151	6.79895635932985	6.59694308303199	6.74439597707292	6.85452925459182	6.46185677244688	6.86684474838823	6.86104873003577	6.62299407552079	7.13440531447458	6.40445702257428	6.38768355906819	6.56695137530492	6.41961220739551	6.93111684475613	6.37034483081403	6.53332553801811	6.10702951198406	6.77564863369527	6.54490773100032	6.5857394911146	6.31132268795615	6.28827680823977	6.16809310003451	6.71569712251277	6.73288045655899	6.68465679773844	6.72263701240278	6.87527379990794	6.56319544040628	6.51208432220149	6.3324736880511	6.70477847786303	6.44842609426015	6.80419165567339	6.88620187889943	7.05612651214548	6.66483709192889	6.87371976041296	6.7443097634111	6.0322361216396	6.9440651016171	7.00888238348701	6.01001311102513	7.08414488461651	5.52981114205546	6.92657025167279	6.80190825554824	6.57751139438862	6.25180512173701	6.08245387956569	5.7916081999169	6.86202352094395	6.66054583289258	6.6847206786798	7.08692333871671	6.79960520844819	6.17487007917136	6.91088408986433	6.23140949214434	6.39366026784578	6.30558211066507	6.40747890959674	6.35623035717277	6.2721033991658	6.44825777667349	6.76590255748575	6.53303572479855
10001	10.6193812007824	10.4784527808058	10.5474560255166	10.521784132678	10.9829022734743	10.4109156073638	10.4765142723316	10.4718486622958	10.474670367024	10.1918285564518	10.6514666090573	10.554379548396	10.7766521922635	10.6024908370277	10.5170770224281	10.2919260305476	10.26751839789	10.4795240746347	10.3961588784757	10.6018183376512	10.5145511469076	10.4822979889231	10.6168406988171	10.5134123644363	10.5031086356341	10.3903074218706	10.3363214742172	10.3557989782294	10.4178148338966	10.5595131031987	10.496201386819	10.1993330180981	10.3414454295878	10.6113073469795	10.5436018128731	10.2235118512527	10.5098396485876	10.2544091873729	10.4120398929911	10.591599427829	10.2475253949601	10.3082890242194	10.3087628175316	10.4811726779263	10.3275632516966	10.0341256420646	10.4665267897099	10.3229050438474	10.2388495747261	10.4556296562407	10.206107115341	10.4269582697542	10.6944249162346	10.5132417419933	10.4359463125504	10.4738382562144	10.3509328877535	10.3665311983822	10.4704040282192	10.5394477787577	10.5888770032529	10.4872290970299	10.1808167635276	10.825874097946	10.4568598541542	10.5728854168232	10.480875427188	10.2819883186725	10.2822797247119	10.5478778464965	10.4485906428931	10.2647976222367	10.3129243015355	10.6735307602958	10.6415776368032	10.3887963518185	10.3094862154482	10.3227571407414	10.4820589929713	10.4971198103481	10.5254163416016	10.558666914542	10.4186395507399	10.2129264648709	10.3453654736257	10.2384392272433	10.5368406593174	10.4974730640898	10.6336766987939	10.4598335200044	10.5827739676688	10.6850883660618	10.1869829524814	10.334893383257	10.234331996743	10.3872114118994	10.2656227356255	10.2776365255971	10.2648700771255	10.5263234409909	10.4834867013982	10.4228090924593	10.4189285283767	10.7172097769326	10.7156635406196	10.54114393618	10.7266461393258	10.302950278639	10.5231059029135	10.5598460911805	10.2302703755343	10.2147935263343	10.3480273171704	10.653044867873	10.4167807879549	10.5783334315267	10.3629818580259
10005	6.35190521559938	6.58882030313177	6.72156385066522	6.46514007881445	6.78602420842871	6.77555741539343	7.07971509374497	6.66776280000771	6.89861562125077	6.90580501255773	6.28341646867357	6.98080724256718	6.63489108377522	6.35347289398791	6.40095554869558	6.25562459340342	7.11037577390796	7.11688993630375	6.77776717054629	6.72182011088312	7.154256802426	7.00653465541431	7.39927390488621	6.27310617607279	6.99660113158083	7.04377214267993	6.8769479095332	6.45169646784957	7.26467136312109	7.0013340156614	6.62233622547309	7.09822626420259	6.0709818103738	6.86783091567093	7.14336261613221	6.57815648130395	6.8504629081562	6.90809249463678	6.89710343354171	6.92435858645999	6.77374487254617	6.72083388467419	7.04803617434199	6.68976034518972	6.9448934888966	7.21878140126418	6.80504447703563	6.80777313128374	6.74425436162015	6.59074804605111	6.66875907518552	7.08652478525317	6.80994279612678	6.8477642849162	6.658413649608	6.76351115558962	7.00307660624067	6.79802814224427	6.99870215128741	6.34187996851041	7.04145414751962	7.17172220889062	6.56860735888984	6.55553142919389	6.66112069756748	6.38462260710877	7.05795885533461	7.08004684768928	6.64438893292016	7.00378439692313	6.93300391036096	6.75388950087303	6.91829292966887	6.82054802332399	6.64162441190458	6.98961038166212	6.88588892601851	7.16479360055951	6.39265900189127	6.51335202776769	6.59631946033243	6.68911355099219	6.81510842495168	6.9497340918655	6.7763988930698	7.05560224520203	6.96773712985318	7.01935619498169	6.64548996612932	7.00748429240421	6.72482515504914	6.77587076292323	6.55903552154426	6.91993978707108	6.87410070107279	7.06605478158945	6.74755769555599	6.89632807293524	6.39792235880948	7.07913364946633	6.76144379412228	6.79821122985089	7.00232226907527	6.86583855381845	7.33848832277436	6.56287637313321	6.25916639432352	6.90303041369429	5.78140487564692	7.01823180155922	6.13641744570344	7.04117784268415	6.97933404655256	6.93332590189802	6.67040927685598	7.04994280059743	6.89212924514002
10006	8.84753214427852	8.95695000180549	8.34810423660871	8.72567368203668	9.27924546141207	9.13812945337781	9.17942553117449	9.11294843660925	9.11860702408171	9.29818436390804	8.97022089257103	9.21093055926726	9.06644295236279	8.81526239907569	9.04948924246681	9.35760749752065	8.95634767370995	9.10373629548504	9.63321008473991	9.16862728658082	9.155600669048	9.08206322050349	9.07212368462429	9.3157617913894	9.18051357333442	9.20982721391282	9.11860702408171	9.30109534416561	9.36778097065781	9.01381585962872	9.19865781709369	8.84668908618229	8.97577554763505	8.95665606932128	9.21653955563257	9.48899611916429	9.26847709939475	9.2437005346114	9.24924209492437	9.48165898164224	9.42302025663636	9.17673122597792	9.11860702408171	9.36989971477442	9.20754791565019	9.08736890789523	9.06861131716865	9.38358532687933	9.39989639790067	9.3365873258714	8.98437705520244	9.01583127484221	9.16411047104375	8.93051346140034	9.21325820350314	9.24544864549803	8.75545974688073	9.01963827613378	9.26595555380758	9.09734245797037	9.36930440452333	9.16764545899257	8.88125832364554	9.42013480237241	8.95785290390602	9.39018587996886	9.2719771216353	9.14496915391574	8.8833478512503	9.25753189223756	9.34648622240118	9.28481736699923	9.31947835408677	9.12999488055987	9.31627710087523	9.08062873266231	9.14635036518284	9.20469062443647	9.48517358419641	9.03277668158656	8.99081069781493	9.12081010062492	9.24431656481549	9.05905316885955	9.29109608656997	9.25657127125872	8.93319162564821	8.99398466231681	9.17632416530131	8.68102730363403	9.2989156291362	9.29660887568244	9.1479419360097	9.31317071805588	9.03864820921718	9.11672764137929	9.25858743741156	9.38501973166451	8.91226689240403	8.70274720427855	8.84891840573883	9.03077687881681	9.1143487234187	9.03169357761	9.09755107429999	8.91833323228099	9.81544628535801	9.089486084845	8.90735048205905	9.20952159367426	8.65461540126241	9.01417457352103	9.21260949913772	9.49770077998442	9.1521901544882	9.61089069884843	9.35120642381219
10007	10.1333274584583	9.53664245535995	10.0196033067515	10.3935410774607	10.5400498783987	10.1151125479244	10.3253590392866	10.3328760066865	10.2984733248849	10.633264955515	10.3061102596281	10.2381884958271	10.4778395005578	10.1445908338631	10.222034914673	10.6181318016813	10.3734110609268	10.6416426088797	10.2518180251578	10.674910810847	10.5487805079009	10.7919838488849	10.6968716073469	10.5013418022291	10.6174323456055	10.3117803094086	10.6288007627387	10.8696017739646	10.6878030432311	10.4951045363352	10.4765142723316	10.6254537212076	10.7655601367305	10.5517792430456	11.060337119512	10.7353818213498	10.2376448021297	10.3865263544258	10.6058404656434	10.9519458041219	10.594936575751	10.615657133178	10.737337512977	10.5873919632399	10.6555904392032	10.5457280332519	10.6416426088797	10.8583489978174	10.7079402986717	10.6765490330967	10.0852972185326	10.8436235977455	10.301043413245	10.4006002583423	10.8812346690287	10.4765929516996	10.366223609154	10.8107368413381	10.257884578754	10.447682340938	10.4728347572955	10.4276888478257	10.437208670542	10.8895655339872	10.3337020820824	10.3364360371662	10.6049852105183	10.6872594871323	9.95386618432737	10.3451920291788	10.7507749155342	10.7052746880663	11.0918786910104	10.1394417455488	10.6611988833657	10.8379708718774	10.5261926760295	10.3865671244938	9.9650172298493	10.4117710566756	10.6067116950134	10.616187051089	10.3388473882918	10.2334401307989	10.5808871867087	10.4814211126079	10.5004328338818	10.4230107424104	10.3716175501916	10.8560659222105	10.1891969501136	10.7066810289732	10.0782502610026	10.7116986721637	10.8459277714488	10.5843106381765	10.5621859097599	10.649102494922	10.4449975563428	10.8817402004278	10.982900817304	10.0888826951166	10.5373286434734	10.2510747419279	10.303794331158	10.4726777966103	10.5786595023016	10.3610622092878	10.0678518891261	10.6791737390708	10.2558200774662	10.4272080430275	10.434915802138	11.0756282944192	10.2859297571464	10.4836441488371	11.0390879591924
1001	7.82599926905342	8.3674917885043	8.31832155367851	8.49795776827002	8.06192665059895	7.23429579410447	8.24894268496715	8.03329374681906	6.82678147872799	8.10347863971388	7.79821000609648	8.24026677953813	8.04779592252758	7.88889182840587	7.84502009972568	8.51840073400353	7.27375254155823	7.85910474953423	7.07879283428125	8.05903420486238	7.91188940204657	7.61855870792037	8.42687282481931	7.36975817819839	6.46129080196978	7.36408743221912	6.86783091567093	6.93005522239769	7.89077776338401	7.31627653651171	7.6288252808959	6.99633435714184	7.14737266016204	7.96018420500436	7.21715605902139	7.8700340927989	7.54328117271494	7.7238067582201	6.52525497642254	7.87640245882452	7.17492793861009	7.50948296172361	7.73319902979319	7.74301670155616	7.33673077176554	7.53112283554619	7.82564388905798	8.24261348796891	7.11866056103723	8.21425661624256	7.29461877512954	7.71954692078246	7.44768507052766	7.55652831301088	7.16690001453852	7.90530519163734	8.2681010977758	7.48121494138378	6.9545877748439	6.33092546592342	7.88717671769118	8.04167375723545	8.10078975147236	7.6231020001117	7.48658639891429	7.86177288723097	8.01402140861174	7.62787715053956	8.29001870456821	7.15891696239254	7.68541491165354	7.86237699224225	7.96293116415257	8.0016977352726	7.56871309577997	8.09938848047874	7.83793104894902	7.54170540569041	8.0123439122857	7.48266324824684	7.85845046566365	7.10325423872028	7.58935729078327	8.24404912673878	7.60627764887646	7.7865216598462	8.12738064884181	7.60459134248855	7.93461586530501	8.21617805612296	7.77080760717784	7.57404823696799	8.29700395636243	7.65726497586078	5.98245182608275	7.68332824939355	7.53199237654273	8.40560312222762	7.64173289421106	7.10719991482716	6.84466922161257	8.00175197523436	7.84625326158525	7.32317226441604	7.41102624565777	7.88247465905466	6.22867796339924	7.89431054854809	8.04429191433439	7.57798953671005	7.81668299668995	7.67640929650683	7.70373438340818	7.24836839239691	7.25795574055763	8.42621051979496	7.51588384154813
10010	9.54209505015605	9.64830142455648	9.50291124461729	9.38577825900672	9.33395804501315	9.66637269389011	9.9699140033394	9.2168682778426	9.89893190736602	10.0384150780343	10.064497944356	9.92111526191749	9.76883570064628	9.71217223781891	10.1854368876564	9.87553866899077	10.1819807988448	10.014684874053	9.98580652265459	9.66173928240303	9.82797504713539	9.80496190646901	10.1784855599268	10.1949300823508	10.0538753202554	9.87999168599384	9.87168753679187	10.0347442830138	10.3712690692138	9.71316274353175	9.83336721282595	9.95449849656321	10.3404156113762	9.30727328162703	9.73980520135752	9.93276395609901	9.88081648929531	9.83522352375508	9.65772641607509	9.84766897671498	10.1529506568241	9.95007102655931	9.87504839648932	9.70990493321074	9.83184437867616	9.39321888517677	9.95593930272036	9.56471808809132	10.0855097586639	10.0536814586084	10.0944078841066	9.53457272449449	9.70398791300007	9.92140152272461	9.99106460642641	9.90224194843271	9.55835806576955	10.0918137048701	9.80527849904505	9.96568129949942	9.91160305488969	9.65730162116363	9.54526528291742	10.321674875131	9.87979501070215	9.59114803012853	10.0016923564581	10.1280978249268	9.30945181456869	10.2154421589196	9.7651165294457	9.8008658150233	9.73679915280438	9.72314981877638	9.68419063030691	9.61285556456674	9.90231093194137	10.133839254597	10.5856833253013	9.7635898578838	9.70087789975906	9.73192466255518	9.72894750313209	9.9352070746814	10.0160732864821	10.0363742667272	9.944646797905	10.1547200090172	9.94235021608706	9.27505874259418	9.93341613960119	9.77647416005031	9.83429800202628	9.7281735401155	9.32600703063622	10.0849866128404	9.68169561031597	9.74765254662322	10.1317048831995	9.34936834752347	9.48626149554576	9.99339553930875	10.0073460935816	10.1576684254177	9.61906085738536	9.81019050065716	9.96514856879517	9.86795087375453	10.0160732864821	9.73318222947445	9.42643036512991	9.66355358922437	9.85601215517728	10.2743745680321	9.80951772160407	10.2488519126263	9.80493552798962
10013	7.62352095764481	7.52542001506226	7.95641807506469	7.30888859605516	7.2968799502905	7.31918747890164	7.48833954006733	7.57007896993475	7.57034976647081	7.39339786281842	7.49066229277359	7.72497618438966	7.49924977789769	7.17660369091557	7.50678093348314	7.58400642656602	7.79867809068986	7.54965143202563	7.64323466865758	7.16489288928771	7.84813466908278	7.71315224313957	7.86071088313912	7.43532715254055	7.93908285375716	7.89230981710008	7.70533651034054	7.92867845214499	7.62198844437878	7.8805020413559	7.42596458162671	8.02595204053103	7.6058966892175	7.9157998134067	7.6939548090777	7.64488752186401	7.43217074380067	7.71342261626006	7.86789864860542	7.60894591248753	8.14159119820235	7.81582438117671	7.92100307152174	7.35609544456705	7.84162360943492	8.04582110076268	7.07820854294905	8.02960376207213	7.54328117271494	7.52892625926945	7.59333720432133	7.52321749928374	7.91584285247109	7.68524432480027	7.40510255560613	7.58647858917142	7.54465495733311	7.35627855190183	7.17302561044185	7.5727817628526	7.45844385423504	8.1043564860506	7.69681408763031	7.39631587425306	7.98094466931274	8.05808754077069	7.56724700631744	7.91974712836743	7.79132924502235	7.43393387484056	7.74769342632229	7.85197372572785	7.6421311825239	7.50402168852686	7.53238001801063	7.72379059901033	7.66483278832459	7.75745674206216	7.28033511832656	7.3354828441177	7.27440999922494	7.5858544236221	7.57381694283535	7.83631541741559	7.70455567128109	7.7679780372428	7.46132535099923	7.58436370480044	7.23553627291889	8.02171835158389	7.58385644027648	7.26312866018326	7.78369919318926	7.87546939922772	8.22747680419657	7.58513951330663	7.83280637866058	7.9142140503218	7.73554044700574	8.09479320153147	8.1212685140836	7.59907495197511	7.56430703097702	7.42271299071593	7.43239906989865	7.69415812842952	7.55566379439189	7.71067126618218	7.34671762235712	7.85796811306733	7.96876750006607	7.3885649407802	7.54813661498117	7.63881813678547	7.64023904257617	7.42638127768431	7.78528072609803
